samples,fundamental_matrix
0004f05d01.jpg 1c86daf206.jpg,2.68073552e-06 -2.70298932e-06 -3.66791263e-03 1.03063579e-05 -5.82572933e-10 -3.60358679e-03 6.16657129e-04 1.20321752e-03 1.00000000e+00
0004f05d01.jpg 1d8b878e26.jpg,2.07593866e-07 -3.04787460e-06 2.06769911e-04 2.11920801e-07 2.37538530e-06 2.98856601e-03 1.65791431e-04 -3.35287426e-03 -2.99944898e-01
0004f05d01.jpg 1fb97cddbe.jpg,3.76170946e-11 1.32148113e-06 -6.77606560e-04 1.69229465e-08 -1.46551526e-05 2.15718180e-03 -7.59934565e-06 8.12868442e-03 -1.74868849e+00
0004f05d01.jpg 201ed931a5.jpg,-9.67492838e-07 4.74447663e-06 -3.76885427e-04 -1.14428118e-05 2.36585835e-06 1.09307447e-02 3.51533710e-03 -7.02470558e-03 -1.55492652e+00
0004f05d01.jpg 20784f52f7.jpg,-5.36247424e-07 -9.23203255e-06 3.97224680e-03 8.55470866e-06 1.40490372e-06 9.02382939e-04 -3.94409977e-03 8.08543263e-04 -1.05766626e+00
0004f05d01.jpg 23c5c1e54d.jpg,-8.69058814e-07 6.25336865e-06 -2.66051424e-03 -8.11693967e-06 -2.37112775e-07 -2.00811045e-03 3.91709963e-03 1.57149412e-03 4.01567686e-01
0004f05d01.jpg 253c17784e.jpg,-4.02757624e-07 5.36727992e-06 -2.75566977e-03 -1.94176024e-06 3.11511763e-06 5.10308647e-03 1.42136183e-03 -7.84825639e-03 7.62866229e-01
0004f05d01.jpg 2657295fe0.jpg,-9.13010415e-08 2.24689948e-06 -7.88193208e-04 -1.53097127e-06 9.42487140e-07 2.20265377e-03 1.42656168e-03 -7.61555356e-03 7.75585070e-01
0004f05d01.jpg 27cf035b11.jpg,-6.41368029e-06 2.53682245e-05 -2.08893033e-03 -6.19523794e-06 -6.05735236e-06 1.08628388e-02 4.86379176e-03 -1.29729477e-02 -1.05632506e+00
0004f05d01.jpg 282aa38d91.jpg,-5.94798839e-08 1.79520494e-06 -6.19511289e-04 -6.34479327e-07 3.28520148e-06 4.08344820e-03 4.95894879e-04 -7.29726177e-03 -4.00628221e-03
0004f05d01.jpg 284799fc71.jpg,-2.38287069e-08 -2.80996842e-06 8.14304727e-04 -3.51992734e-06 1.84009683e-06 6.11008560e-03 1.10601674e-03 -3.66823734e-03 -1.07365289e+00
0004f05d01.jpg 29bf53b239.jpg,-8.47630428e-08 9.57655226e-06 -5.02553132e-03 -9.21158868e-06 -2.23740299e-06 -1.10935805e-03 4.56271681e-03 2.17160002e-03 -6.20585326e-03
0004f05d01.jpg 2a26572257.jpg,1.57766627e-07 -1.22632404e-06 3.23254564e-04 -5.43816807e-06 1.60343167e-06 8.32925713e-03 2.03629795e-03 -4.67906792e-03 -1.16597587e+00
0004f05d01.jpg 2af320343d.jpg,-1.72911118e-07 1.15018704e-06 -1.66192855e-04 -3.51932397e-06 5.15302306e-06 5.02777868e-03 3.06595745e-03 -8.71352130e-03 -2.43410944e+00
0004f05d01.jpg 2be18dd882.jpg,1.00156348e-07 9.27665507e-06 -3.82118406e-03 -4.58226091e-06 3.14893582e-06 4.57538880e-03 2.61519389e-03 -8.65620445e-03 1.19855926e-01
0004f05d01.jpg 2c417f2007.jpg,-3.46041861e-07 5.98391185e-06 -1.84215426e-03 -8.55848762e-06 3.73012486e-06 6.75650902e-03 3.83039296e-03 -9.29108903e-03 -2.59960197e-01
0004f05d01.jpg 314804ee54.jpg,-3.78050723e-07 4.47463030e-06 -1.63329081e-03 -3.68016566e-06 2.36100372e-06 4.51927843e-03 2.70852318e-03 -6.91951223e-03 -7.57818835e-01
0004f05d01.jpg 325e410ca1.jpg,-3.42605836e-07 3.81764619e-06 -6.69721107e-04 3.13468793e-06 -7.74410440e-06 9.67204905e-03 -3.42383630e-04 -3.61092110e-03 -1.63748493e+00
0004f05d01.jpg 32882277ab.jpg,-1.13604581e-07 9.12435234e-07 -1.41715530e-04 -6.73834068e-06 4.53831850e-06 7.44870653e-03 1.72645874e-03 -5.12300102e-03 -6.42134788e-01
0004f05d01.jpg 32d7062400.jpg,1.10819720e-07 -4.91130675e-07 2.52339634e-05 5.48463807e-06 -1.60344888e-05 1.03851981e-02 -1.12510243e-03 2.58494168e-03 -2.90827854e+00
0004f05d01.jpg 3318423b49.jpg,6.36778100e-06 1.05312885e-04 -1.27440886e-02 -5.63085837e-05 1.17771849e-05 1.57150286e-02 5.67498999e-03 -4.33895813e-02 2.75613121e+00
0004f05d01.jpg 3327878c85.jpg,5.21802648e-07 -2.34793763e-06 1.62187098e-03 3.93957236e-06 5.57507009e-07 2.57363769e-03 -1.68443372e-03 -4.18543623e-03 9.87375618e-01
0004f05d01.jpg 35b568eae1.jpg,-1.27793459e-05 2.39968979e-05 -2.74386852e-03 -3.12730567e-05 -1.14258531e-07 1.39468556e-02 2.23572810e-02 -9.54679653e-03 -6.58957438e+00
0004f05d01.jpg 35ed26cbd6.jpg,-1.25544275e-07 8.23613706e-06 -2.83093632e-03 -8.70380578e-06 8.05498577e-06 7.20580482e-03 2.49019488e-03 -9.58068212e-03 5.68267535e-01
0004f05d01.jpg 397dd6f3f3.jpg,5.55540983e-07 -5.08502417e-06 7.84697249e-04 -7.19367411e-07 4.88561217e-06 6.17817558e-03 3.13823219e-04 -2.37248359e-03 -1.67410811e+00
0004f05d01.jpg 3b35fcc4af.jpg,-1.55436844e-06 5.81178918e-06 -1.50687450e-03 1.23794575e-06 9.46612026e-06 1.84450305e-03 1.60987303e-03 -1.14018088e-02 1.31460784e+00
0004f05d01.jpg 3be39b8b66.jpg,-5.32168750e-07 -5.31644763e-06 2.65846370e-03 -1.01185101e-06 -3.58326718e-06 5.35606426e-03 1.87038575e-04 -1.43133433e-03 -1.08674330e+00
0004f05d01.jpg 3bfa3ef70b.jpg,-2.87548174e-06 1.51485139e-05 -4.29867342e-03 -1.56608289e-05 4.61127612e-06 5.87771004e-03 9.83805289e-03 -8.31082615e-03 -1.65651956e+00
0004f05d01.jpg 3ca19c44ec.jpg,-5.62377556e-07 -7.22713100e-06 2.34915128e-03 1.41831041e-05 -1.74275766e-05 5.43689815e-03 -3.74807095e-03 4.38888730e-03 -1.36662081e+00
0004f05d01.jpg 3d9ff7e547.jpg,2.13668598e-06 -4.07751960e-06 -1.15074896e-03 -4.22508505e-06 -1.26547383e-05 1.08573064e-02 1.62882551e-03 -4.44999939e-03 -3.21483778e-01
0004f05d01.jpg 41c400a93a.jpg,-4.77786044e-08 2.20568743e-06 -7.55953920e-04 -3.65088666e-06 2.39076462e-06 5.68009313e-03 1.49233591e-03 -6.48749655e-03 -2.17721436e-01
0004f05d01.jpg 426dac8c12.jpg,1.04546866e-07 1.53969588e-06 -8.56112975e-04 -3.02644722e-06 -2.10315983e-06 6.34627890e-03 1.08800732e-03 -5.58976897e-03 4.73426045e-01
0004f05d01.jpg 42a8b3bca4.jpg,3.16972158e-07 -1.75741857e-06 -6.93280403e-05 -1.39015486e-06 -2.23661476e-06 5.69291482e-03 7.41506303e-04 -3.31616595e-03 -5.93021380e-01
0004f05d01.jpg 43bc67a78f.jpg,-1.09005862e-07 6.69684807e-06 -2.89607109e-03 -7.29631609e-06 9.81619408e-06 3.40299857e-03 1.44505342e-03 -8.81255389e-03 2.41611278e+00
0004f05d01.jpg 4522c38668.jpg,2.14759537e-08 -1.70920699e-06 6.63616172e-04 -1.66489420e-06 1.06349311e-06 7.76788428e-03 3.52767063e-04 -2.60068981e-03 -5.75808806e-01
0004f05d01.jpg 45968cca9b.jpg,-1.82609360e-07 3.03966901e-06 -9.81463586e-04 -8.30854195e-06 2.59255833e-08 1.03696707e-02 2.95352973e-03 -5.94504588e-03 -1.32412900e+00
0004f05d01.jpg 46bb2b4c61.jpg,6.64988002e-07 2.21270819e-07 -6.09523682e-04 1.41328379e-05 -1.31797816e-05 -7.61215587e-03 -4.92908401e-03 7.53665923e-03 1.77663622e+00
0004f05d01.jpg 473e854d4a.jpg,-6.68444030e-07 4.71078321e-06 -3.95074981e-04 -8.36432463e-06 1.33445440e-06 1.24607230e-02 1.28801635e-03 -6.87030075e-03 9.45873922e-02
0004f05d01.jpg 476ccd5cd8.jpg,-9.46249293e-07 -5.30615366e-06 2.05993116e-03 9.43739337e-06 -5.73581291e-06 -5.90404544e-03 -3.23786163e-03 6.07692522e-03 1.00000000e+00
0004f05d01.jpg 47a24b7eb0.jpg,9.36922725e-08 6.91356624e-07 -3.92966801e-04 -4.20948635e-06 -5.23098094e-06 7.54024085e-03 2.07630677e-03 -2.24190245e-03 -1.83087883e+00
0004f05d01.jpg 4b67f55322.jpg,1.68807825e-07 -6.34632512e-06 2.76611809e-03 4.54057804e-06 1.59940096e-06 1.39981149e-03 -2.32803727e-03 -1.61587324e-03 -3.80522142e-01
0004f05d01.jpg 4d09124d97.jpg,2.73528784e-07 3.21959499e-06 -1.07087748e-03 -7.37495011e-06 -4.41830522e-06 9.51975556e-03 1.88885244e-03 -5.23962391e-03 -9.41550936e-01
0004f05d01.jpg 51eacca673.jpg,1.01023523e-07 2.97564805e-06 -1.19618267e-03 -1.50323017e-07 -7.09335381e-06 8.70074718e-03 -1.32753532e-04 -3.04031283e-03 -6.86797751e-01
0004f05d01.jpg 53ba15c629.jpg,-5.78852450e-07 2.03700112e-06 1.06726307e-04 -4.84280279e-06 -1.40731666e-06 9.06043843e-03 2.14652739e-03 -6.78412974e-03 -7.36458465e-01
0004f05d01.jpg 5407cf3e38.jpg,7.46590602e-08 -2.46174597e-06 1.02319531e-03 4.39011440e-06 -2.12538354e-06 -7.30088297e-03 -2.17925940e-03 5.87672513e-03 1.34342251e+00
0004f05d01.jpg 542b1c544a.jpg,-3.51263145e-07 -4.94935694e-06 1.27420382e-03 7.04677121e-07 1.12028436e-05 1.71212852e-03 -9.32436781e-04 -1.40475569e-02 3.35298241e-01
0004f05d01.jpg 54989bdd90.jpg,2.05729067e-06 -6.76136820e-06 7.71002697e-05 -1.34181850e-05 1.07817247e-06 1.40030776e-02 7.21133524e-03 -1.26280757e-03 -7.29525622e+00
0004f05d01.jpg 55917060ab.jpg,-4.48418149e-07 -2.15040477e-07 5.43785517e-04 -8.05597698e-06 2.05302124e-05 1.80260097e-03 3.27544032e-03 -1.03749127e-02 -7.07046173e-02
0004f05d01.jpg 573060eda1.jpg,-9.66183374e-08 2.51639627e-06 -6.40697036e-04 5.87083392e-07 6.72581839e-07 3.61768930e-03 9.80984082e-05 -6.35206083e-03 7.16018057e-01
0004f05d01.jpg 57620dfc30.jpg,6.51632759e-08 -8.61101457e-07 1.05420259e-04 2.51915549e-06 -6.23642011e-06 4.87359223e-03 -5.20374038e-04 -2.14362098e-03 -1.10797173e+00
0004f05d01.jpg 58713add25.jpg,6.35334652e-07 1.54565123e-05 -4.32525026e-03 -5.19281813e-07 1.95043553e-05 1.54510527e-03 -4.96567217e-04 -1.93777075e-02 3.83241233e+00
0004f05d01.jpg 591ac925b4.jpg,-4.74194612e-07 -3.97776276e-06 6.51444025e-04 2.75763271e-06 1.34613762e-05 -1.04867122e-05 -9.65441857e-04 -7.82014207e-03 1.21754719e+00
0004f05d01.jpg 5a0e2ff966.jpg,-3.17917490e-08 2.37827013e-05 -7.45099251e-03 -2.21620064e-05 -3.87247797e-06 1.04967369e-02 4.36849426e-03 -9.01533973e-03 1.00000000e+00
0004f05d01.jpg 5ea4c30d59.jpg,-1.30798973e-07 2.36756417e-06 -4.61429306e-04 -1.71303838e-06 -8.83996545e-06 9.87418851e-03 7.32278705e-04 -3.60943675e-03 -1.26962976e+00
0004f05d01.jpg 6079388b70.jpg,-1.18806845e-06 3.38896490e-06 9.92346409e-04 7.31866173e-06 -1.17111799e-05 -8.08764718e-03 -1.13665653e-03 6.36782039e-03 2.76014896e-01
0004f05d01.jpg 639906a736.jpg,-4.01865469e-08 1.45258314e-06 -6.46743441e-04 -2.95446828e-06 -3.78254335e-06 -3.88999804e-03 8.65146569e-04 3.66948057e-03 1.27607997e-01
0004f05d01.jpg 6604b4dc6a.jpg,-1.95551812e-08 -6.73025826e-07 3.00256110e-04 1.92937134e-05 1.12941928e-05 -5.44673060e-03 -5.77919362e-03 -5.32779639e-03 2.49789844e+00
0004f05d01.jpg 66cb51ecb0.jpg,-1.58411467e-07 2.18379181e-06 -2.61061860e-04 -1.34557037e-06 5.41885980e-06 4.30330983e-03 1.05789654e-03 -9.88006245e-03 -5.92472176e-01
0004f05d01.jpg 66ed728de4.jpg,1.14845750e-06 -3.53398452e-06 2.33960712e-05 1.02114181e-05 8.03576305e-07 -8.50973940e-03 -3.86718359e-03 5.40262188e-03 1.67888391e+00
0004f05d01.jpg 67281ef8ac.jpg,-2.69427397e-07 3.49650644e-06 -4.69936084e-04 -2.30399573e-06 6.02154852e-06 5.66192301e-03 7.93324349e-04 -6.64634000e-03 -9.56343840e-02
0004f05d01.jpg 67c1fea9e1.jpg,-2.72167878e-07 3.45180406e-06 -6.02905962e-04 -5.28201038e-06 3.41197547e-06 5.07635238e-03 1.85602740e-03 -6.40329502e-03 -4.10420126e-01
0004f05d01.jpg 685680ebd7.jpg,3.54211846e-07 3.32643017e-06 -1.57835198e-03 -7.14178152e-06 5.30979435e-06 6.27282735e-03 2.41351445e-03 -8.30652402e-03 1.79001570e-01
0004f05d01.jpg 6944aa6e34.jpg,1.85145499e-06 -1.32275663e-04 3.87501854e-03 8.18843279e-05 -1.51838274e-04 1.87651621e-01 5.62172658e-04 -1.02012594e-01 1.00000000e+00
0004f05d01.jpg 6d7f6f27e3.jpg,-1.75592111e-07 -7.09992899e-07 -7.64725000e-04 4.52089106e-07 7.57675110e-06 3.98754151e-03 8.96711474e-04 -8.75645961e-03 -4.42650316e-01
0004f05d01.jpg 6ee3385845.jpg,3.52436328e-07 -3.22569338e-06 6.70468873e-05 1.34238122e-06 4.94302522e-06 2.38713875e-03 2.44306854e-04 -3.92301124e-03 -1.62252599e-01
0004f05d01.jpg 6f457c3ac3.jpg,-3.25372309e-08 5.63365655e-06 -2.45219082e-03 -1.16717562e-06 1.79634038e-05 3.39537034e-03 3.11011546e-04 -1.05380732e-02 1.94901358e+00
0004f05d01.jpg 7162c8c8db.jpg,-2.05964772e-06 -5.64007984e-07 2.04568970e-03 1.57935924e-05 -2.43393974e-05 -5.20394413e-03 -2.39717465e-03 8.52466084e-03 -9.76627614e-01
0004f05d01.jpg 73db047997.jpg,6.34418345e-09 -8.78338085e-08 2.61201858e-05 -1.83656648e-06 1.29150568e-05 3.14745630e-03 9.76567286e-04 -8.67396053e-03 -1.27357938e-01
0004f05d01.jpg 75ea8b57d9.jpg,-1.85659486e-07 -2.49352907e-06 9.69555782e-04 -3.75767654e-06 5.47935986e-06 4.75419683e-03 1.20094566e-03 -3.73927780e-03 -9.91054725e-01
0004f05d01.jpg 79c0ccb8cb.jpg,-1.14311903e-06 2.12472590e-06 2.77778630e-04 2.21509602e-05 -1.69326456e-06 -1.18188758e-02 -2.07937942e-03 2.66988660e-03 7.00121428e-01
0004f05d01.jpg 7a670ba867.jpg,-2.67666409e-07 -1.51655611e-06 1.05109014e-03 -4.96174659e-06 -1.94557085e-06 8.74901375e-03 1.89485319e-03 -2.88918728e-03 -1.85105996e+00
0004f05d01.jpg 7b3fdc80c7.jpg,3.61446708e-07 -3.43685529e-06 9.94288389e-04 -5.39517966e-06 1.19114683e-06 7.26273503e-03 1.64344361e-03 -3.56519419e-03 -7.99715762e-01
0004f05d01.jpg 7c286a1d95.jpg,-1.28171600e-07 3.87180553e-06 -1.64879215e-03 -5.07498856e-06 -2.33533174e-07 6.79098109e-03 2.29108360e-03 -5.44003062e-03 -4.62569072e-01
0004f05d01.jpg 7d435db7dd.jpg,4.29031547e-07 3.06974999e-06 -6.23873595e-05 9.31746068e-07 4.13491048e-06 3.14172684e-03 -1.04905556e-03 -7.79561752e-03 5.27352448e-01
0004f05d01.jpg 7dc220a7f5.jpg,-2.80442061e-08 7.86900519e-07 -3.21170187e-04 -1.05401231e-06 -2.29778423e-07 6.71208865e-03 5.91829296e-04 -3.07824310e-03 -1.74762159e+00
0004f05d01.jpg 7f5f785676.jpg,-3.75822387e-07 -1.20775666e-05 4.02259034e-03 7.40998978e-06 2.45347247e-06 -1.81335318e-03 -1.46779019e-03 4.61024932e-04 4.77810282e-02
0004f05d01.jpg 8293769072.jpg,5.41512789e-07 -1.96517987e-06 1.30377285e-04 -1.32411431e-05 1.45812428e-07 1.26728464e-02 2.95294762e-03 -4.31733268e-03 -1.40761238e+00
0004f05d01.jpg 836abb75e1.jpg,7.82950600e-07 3.99052107e-08 -1.21033562e-03 -6.31741801e-06 5.79322810e-06 6.74913277e-03 2.37728130e-03 -8.66050576e-03 6.57194880e-01
0004f05d01.jpg 837c859ef3.jpg,-1.11474038e-07 -8.40868019e-07 4.94716341e-04 2.42954225e-06 7.31027254e-07 -5.96485090e-03 -6.32601474e-04 4.93512005e-03 1.49853606e-01
0004f05d01.jpg 845b8de412.jpg,-3.29411652e-07 -2.10761664e-06 8.07724630e-05 2.17513919e-06 8.01356959e-06 4.55831876e-04 -3.37751697e-04 -6.99539088e-03 8.92899436e-01
0004f05d01.jpg 858a56404e.jpg,3.64505461e-07 -5.08600127e-06 -3.35871635e-05 3.48078297e-06 5.27562168e-06 2.41980614e-03 -2.60604874e-04 -5.55941457e-03 -4.44030420e-01
0004f05d01.jpg 8a12478ebd.jpg,5.62100096e-08 -1.70889117e-06 -1.11492165e-03 -2.61236623e-07 8.52000028e-06 5.68534242e-03 1.05360125e-03 -7.77193083e-03 2.47587729e-01
0004f05d01.jpg 8eb0893e8a.jpg,9.42070909e-09 2.77338859e-06 -8.83234748e-04 -1.63143345e-05 1.44759751e-05 1.00087383e-02 5.00100891e-03 -8.70884913e-03 -1.72075444e+00
0004f05d01.jpg 8eb30b8b0e.jpg,9.25204080e-08 -2.88462285e-06 1.60285563e-03 -1.02015444e-07 4.39951844e-07 -3.79988638e-03 -1.20577878e-04 5.86862885e-03 -5.24713214e-01
0004f05d01.jpg 92fedd14fa.jpg,-1.05447575e-06 4.65450601e-07 4.90848038e-04 -1.30523710e-05 -1.06398708e-06 7.72383529e-03 9.98857588e-03 -6.36892895e-03 -4.17633060e+00
0004f05d01.jpg 93787fc744.jpg,1.90929389e-07 -3.54933788e-06 9.62021511e-04 6.39045507e-06 -2.40166548e-06 -9.07765338e-03 -2.85230285e-03 9.67739192e-03 1.00000000e+00
0004f05d01.jpg 958b0b60e7.jpg,-7.69482573e-07 1.05162264e-05 -5.13586544e-03 -4.11898891e-06 -1.11933798e-06 6.35745874e-03 2.86243041e-03 -1.02702748e-02 2.09582623e+00
0004f05d01.jpg 960220a929.jpg,2.05890128e-07 1.90152814e-06 -1.00577504e-03 -4.38117278e-06 3.12837738e-06 4.50168296e-03 1.70438536e-03 -5.81242916e-03 3.03770543e-02
0004f05d01.jpg 96904dd64a.jpg,4.47117218e-07 -1.78893135e-05 4.78438503e-03 9.76529358e-06 -1.14578311e-05 -8.28596478e-03 -2.80641069e-03 1.76123748e-02 -1.87695632e+00
0004f05d01.jpg 97bedce097.jpg,-4.10417464e-09 4.25739119e-06 -1.09870204e-03 -1.37602773e-07 1.69419305e-06 2.96753971e-03 8.17584144e-05 -7.39113659e-03 3.85637531e-02
0004f05d01.jpg 99d1cdb1e7.jpg,7.63836826e-06 -4.00306087e-05 1.16511315e-02 2.43559920e-05 5.66547218e-06 -1.28667418e-02 -2.03522628e-02 1.77111214e-02 2.33008802e+00
0004f05d01.jpg 9a36d67d6c.jpg,7.08252964e-07 2.43089990e-06 -1.08224227e-03 -1.53218751e-05 -1.94617976e-06 1.41122196e-02 4.17656632e-03 -4.92174304e-03 -2.84554046e+00
0004f05d01.jpg 9b3c124586.jpg,-1.00328014e-06 -1.43137040e-06 1.94673611e-03 6.66783570e-06 1.43130529e-06 -9.37705368e-03 -2.21810892e-03 5.04424534e-03 6.86897249e-01
0004f05d01.jpg 9b4664142a.jpg,5.92162596e-08 -1.33042411e-07 -1.24242015e-03 2.36067846e-07 -1.99255681e-06 5.74411160e-03 9.82657689e-04 -4.97448837e-03 -3.76236627e-01
0004f05d01.jpg 9b5269146a.jpg,1.89328036e-07 9.14095017e-07 -7.31360990e-05 4.65001926e-06 -1.83956919e-06 3.22934224e-03 -9.96996747e-04 -4.97019945e-03 4.17532583e-01
0004f05d01.jpg 9bf944a0c7.jpg,1.52973884e-06 -1.48847074e-05 2.80151996e-03 -1.22123706e-06 3.96362864e-09 6.10488992e-03 -2.79502986e-04 5.05231050e-03 -2.14988932e+00
0004f05d01.jpg 9c8a2b6e3f.jpg,7.70521027e-07 -7.01632898e-06 9.36872759e-04 -1.48087224e-06 4.02518145e-08 3.90565044e-03 5.18901657e-04 -2.32303446e-03 -3.88573803e-01
0004f05d01.jpg 9e6aaffc90.jpg,-3.82999139e-07 8.63795276e-07 -1.96386409e-03 -1.12533818e-06 7.50130930e-06 3.39985808e-03 1.65712829e-03 -7.85641096e-03 8.86811825e-01
0004f05d01.jpg 9e9588ac4f.jpg,1.00621265e-08 -1.85440353e-06 6.14270318e-04 -3.60201966e-06 -6.47178333e-07 6.65607902e-03 1.50841785e-03 -3.14073708e-03 -1.62414914e+00
0004f05d01.jpg a084492af7.jpg,-1.45393505e-07 -5.19553048e-06 2.49427782e-03 1.61077401e-06 3.68633584e-06 2.87684782e-03 -8.86353609e-04 -4.16259227e-03 -3.74406561e-01
0004f05d01.jpg a17525f566.jpg,8.16619218e-07 1.29115665e-07 -1.34820724e-03 1.40997843e-06 -2.39682862e-05 1.16212966e-02 5.98588342e-04 6.95662167e-04 -1.33480578e+00
0004f05d01.jpg a1c96e48cf.jpg,-5.92744687e-07 9.79776406e-06 -7.25241608e-04 7.33193089e-06 1.33268230e-05 2.84210893e-03 -2.32506802e-03 -1.58035756e-02 -3.73807440e-01
0004f05d01.jpg a31b44154b.jpg,-1.68834258e-06 -6.38253226e-06 3.13388617e-03 7.33454242e-06 -1.41570307e-05 -4.67382791e-03 -1.44267146e-03 1.04018620e-02 -7.06633364e-01
0004f05d01.jpg a4da1dd3b2.jpg,-1.89926252e-07 -6.62606740e-06 3.33063562e-03 -8.29568780e-06 -1.29840578e-06 1.41250743e-02 3.44495496e-03 -3.07271305e-03 -4.21907416e+00
0004f05d01.jpg a630903321.jpg,5.09649564e-07 -4.51833754e-06 8.18025534e-04 -1.77473955e-06 -5.58427011e-06 8.63007987e-03 7.11461610e-04 -2.52810855e-03 -8.93038178e-01
0004f05d01.jpg a73a525be8.jpg,3.42759725e-07 3.32490349e-06 -7.05884605e-05 -1.71472235e-06 -4.14977960e-06 7.04174350e-03 -3.74733954e-04 -4.53600307e-03 -4.05537625e-01
0004f05d01.jpg a748bfdd49.jpg,2.36048599e-06 -8.44597805e-06 -4.21290371e-04 -6.82954906e-06 1.20163572e-05 7.39122586e-03 1.02890881e-03 -2.45067505e-03 -7.95304698e-01
0004f05d01.jpg a7e7b5fab4.jpg,6.65490617e-07 -1.09827076e-05 3.39468583e-03 7.40271762e-06 -3.99571628e-06 5.41895297e-03 -1.34195958e-03 5.11036040e-04 -9.23965002e-01
0004f05d01.jpg a8f317299e.jpg,5.65121372e-07 5.15635518e-06 -1.87221357e-03 -5.87131337e-06 8.23336219e-06 6.11150871e-03 2.08182298e-03 -8.33676205e-03 -9.97715256e-01
0004f05d01.jpg aa1ba23dec.jpg,5.49013514e-07 -4.94677840e-07 -6.68732680e-04 6.12264089e-06 7.97975501e-06 -1.18794355e-02 -1.71179998e-03 2.27911485e-03 1.84371267e+00
0004f05d01.jpg ac54e62101.jpg,-4.70801254e-07 1.06209232e-05 -4.89271529e-03 -7.15106433e-06 6.67483504e-06 6.02020977e-03 5.27423723e-03 -1.10260207e-02 -1.26978580e+00
0004f05d01.jpg add1b7fb21.jpg,-7.73013257e-07 2.64298461e-06 6.80643106e-05 2.35081345e-06 -4.26502375e-06 -3.72937532e-03 -1.15532834e-03 3.25524735e-03 7.50542857e-01
0004f05d01.jpg aea58c2e54.jpg,-7.31194002e-08 -5.36699281e-06 -5.85009487e-04 2.34827338e-06 -2.71563530e-06 4.43834555e-03 1.03771172e-04 -5.65588937e-06 2.05504410e-01
0004f05d01.jpg b0e8ebbae8.jpg,5.68784810e-08 -1.55547830e-06 3.71650853e-04 7.15763603e-06 -1.00937101e-05 -7.06613761e-03 -1.33205704e-03 6.05906939e-03 1.02727170e-01
0004f05d01.jpg b30fbb10dc.jpg,-5.47048007e-08 2.28245576e-06 -6.07614315e-04 -1.53428037e-06 2.49096159e-07 5.85963624e-03 5.33788503e-04 -5.58271188e-03 -6.47433765e-02
0004f05d01.jpg b3669f0c99.jpg,-1.49989120e-08 -1.46840690e-06 6.51258394e-05 2.16587734e-06 -4.70212902e-06 -5.66170654e-03 -2.81629544e-05 5.64648441e-03 -2.28255095e-02
0004f05d01.jpg b5642a6f97.jpg,-8.82493793e-08 6.99310978e-07 -4.64583322e-04 -1.81093155e-06 1.71186462e-06 -3.29221028e-03 1.01416323e-03 2.82848268e-03 -2.65302038e-02
