samples,fundamental_matrix
00b301b3ec.jpg 25ab2df8ca.jpg,1.07233019e-06 8.17622190e-06 -1.60998534e-03 -6.18238223e-06 -1.27446161e-05 2.63931885e-03 8.84522111e-04 1.87137480e-03 -3.86878706e-01
00b301b3ec.jpg 285a255f59.jpg,1.47316167e-10 1.01284990e-07 -5.03738858e-05 -5.86468940e-08 1.57010601e-08 7.20579627e-03 1.86640068e-05 -7.22554390e-03 6.66502361e-03
00b301b3ec.jpg 297d1b2456.jpg,-8.63385337e-09 2.35870114e-06 -1.06212658e-04 -2.17273714e-06 3.05554967e-06 5.94022046e-03 1.77689023e-04 -6.13701917e-03 -1.60107586e-01
00b301b3ec.jpg 2b00994d47.jpg,-3.95245889e-08 -1.30012676e-06 4.76984234e-06 -5.03225447e-07 2.19016334e-07 6.15733042e-03 -1.59990960e-04 -4.82379465e-03 1.78870380e-01
00b301b3ec.jpg 30d52a2bac.jpg,1.11897803e-07 -3.11794563e-06 1.73578877e-03 6.41470410e-06 -7.78879734e-06 7.21556687e-03 -2.75707176e-03 -1.09786170e-03 -7.01301249e-01
00b301b3ec.jpg 332336c158.jpg,-9.08054481e-08 -2.95210299e-07 -2.03853065e-04 1.74628864e-06 1.59615707e-06 4.61720725e-03 -1.34613699e-04 -5.33892390e-03 5.34752355e-01
00b301b3ec.jpg 348aeb95c7.jpg,4.51269074e-07 1.94568551e-06 -1.53270895e-03 -6.88115235e-06 6.10632663e-06 8.63449274e-03 1.60535223e-03 -7.69583548e-03 5.68938122e-01
00b301b3ec.jpg 36ac72377d.jpg,5.24204501e-08 6.79283561e-06 -1.66176511e-03 -7.35907374e-06 6.73407095e-06 6.67632610e-03 1.90116668e-03 -9.17665423e-03 3.00963568e-02
00b301b3ec.jpg 39c487d3be.jpg,-2.76241571e-07 -1.50178983e-06 6.34351014e-04 -8.97325226e-07 -8.23376413e-06 8.88049355e-03 -8.20102162e-04 -3.36092841e-03 -3.47534893e-01
00b301b3ec.jpg 3aa8ffab0d.jpg,1.32834294e-06 2.42453816e-06 -1.11997650e-03 4.93829166e-06 -1.95910480e-05 1.09233314e-02 -2.23211314e-03 -7.49904568e-04 1.28674139e-01
00b301b3ec.jpg 3b514caf1c.jpg,-3.89580721e-06 3.09565599e-05 -1.39703579e-02 -3.25666409e-05 -6.42821095e-07 8.29810927e-04 1.67577546e-02 1.88522248e-04 -3.62501064e-01
00b301b3ec.jpg 3f09d3013b.jpg,3.02909493e-06 1.78677131e-05 -1.01241420e-02 -5.40718081e-06 -9.13090172e-06 7.89184304e-03 -1.40764104e-04 -1.28565586e-02 5.84877953e+00
00b301b3ec.jpg 3ff6fd0f5d.jpg,-1.00458501e-06 -1.00593048e-05 5.33307450e-03 9.48280980e-06 -1.91955887e-05 1.13953443e-02 -5.97878186e-03 4.41561523e-03 -3.02721726e+00
00b301b3ec.jpg 404dcc309f.jpg,-4.50348165e-07 -6.35582449e-06 3.82957413e-03 4.16420165e-06 4.89952094e-06 3.99338878e-03 -1.74538547e-03 -3.76974336e-03 -4.18492293e-01
00b301b3ec.jpg 40f1b61cce.jpg,8.33521283e-08 -7.86206740e-06 3.10954387e-03 4.21908651e-06 -3.24397918e-07 -8.09787713e-03 -1.55543191e-03 7.38711636e-03 -3.93343449e-02
00b301b3ec.jpg 468e12bf65.jpg,-1.10233167e-08 3.28770782e-07 -1.80918616e-04 -4.37559033e-07 2.39742131e-05 -1.29805504e-02 1.37966479e-04 -5.70731974e-04 3.82902674e-01
00b301b3ec.jpg 478f8be4eb.jpg,-4.24272985e-07 -1.00348809e-06 1.43509479e-03 -1.42740584e-06 3.50044195e-06 5.75137053e-03 -1.23722160e-04 -5.41613369e-03 -2.69361272e-01
00b301b3ec.jpg 4969b8c1cf.jpg,-1.41778373e-07 -6.14957718e-06 2.69877151e-03 3.78108043e-06 8.80640058e-07 3.51144690e-03 -1.47460486e-03 -2.06300618e-03 -5.73721489e-01
00b301b3ec.jpg 4a3d3c12ec.jpg,-6.80065197e-07 -1.36993267e-05 1.63519351e-03 1.70713295e-05 4.36087532e-05 -3.07040279e-03 2.68979218e-05 -7.87638581e-03 1.00000000e+00
00b301b3ec.jpg 4a8ab047f4.jpg,-3.09909972e-07 6.99418048e-07 -2.37824556e-05 -4.66624074e-06 -8.76673373e-06 9.51368031e-03 1.51182967e-03 -2.34795220e-03 -4.28277866e-01
00b301b3ec.jpg 51e3416a01.jpg,3.21495064e-07 -5.22765151e-06 3.44299518e-03 6.42814291e-06 4.76363606e-06 4.74345864e-03 -3.39042212e-03 -6.75889497e-03 -1.13478435e-02
00b301b3ec.jpg 535a9f3cc4.jpg,6.22809895e-07 6.51729720e-06 -2.46549416e-03 1.36688105e-06 2.10642057e-05 -1.16252339e-02 -1.18796188e-03 -1.59285363e-02 7.91734180e+00
00b301b3ec.jpg 54283521fb.jpg,-6.76654574e-07 -6.01376671e-06 3.06061639e-03 1.18797258e-06 2.56263937e-06 3.88657168e-03 -9.88680089e-04 -4.82839341e-03 -1.12585112e-01
00b301b3ec.jpg 54f356b8dc.jpg,-1.32305904e-07 -7.28744154e-06 3.06705405e-03 5.19979938e-06 -5.54169883e-06 6.25674435e-03 -1.52935958e-03 1.45601058e-03 -1.76469700e+00
00b301b3ec.jpg 558c78c91f.jpg,8.35613497e-07 3.27088195e-06 -2.75985195e-03 -4.96255194e-06 -3.54549024e-06 7.82048207e-03 2.71999737e-03 -5.76365072e-03 -1.27240526e-01
00b301b3ec.jpg 5678396daf.jpg,-1.14060394e-06 -2.86901201e-05 1.19223499e-02 1.33452463e-05 -4.23814838e-06 -1.25389678e-03 -8.43213129e-03 3.85396206e-03 3.13962323e-01
00b301b3ec.jpg 586f479722.jpg,-4.78586936e-06 -7.29537030e-07 8.64208718e-04 -1.02460134e-05 -2.05153532e-06 5.62609036e-04 7.16605273e-03 1.18517618e-03 -1.04996305e+00
00b301b3ec.jpg 5cbf76cdf7.jpg,-2.06177630e-06 2.38154944e-05 -1.18078542e-02 -1.83738899e-05 1.21180474e-05 -1.08317319e-02 8.14295203e-03 2.68632547e-03 1.00000000e+00
00b301b3ec.jpg 5d8ac83db9.jpg,1.89283344e-08 -1.04377619e-06 3.03363068e-04 1.34264354e-06 -1.97044282e-07 4.08516244e-03 -2.22172190e-04 -4.33279840e-03 3.54649420e-01
00b301b3ec.jpg 5ec88d9f1c.jpg,7.71198117e-09 7.46819865e-06 -3.07996095e-03 -6.95498329e-06 -6.14048214e-07 6.99815989e-03 2.56324440e-03 -8.55574161e-03 1.03385301e+00
00b301b3ec.jpg 5f4d24e7a7.jpg,1.29666257e-06 1.42451143e-05 -4.90511367e-03 -6.38244527e-06 2.22596349e-05 -7.96574278e-04 -2.53949557e-04 -1.56709474e-02 4.43837372e+00
00b301b3ec.jpg 5f68d176f2.jpg,8.21251661e-07 2.83049336e-06 -2.22943698e-03 -3.99583738e-06 4.87141076e-07 4.49253845e-03 2.06510897e-03 -5.63407123e-03 7.69465767e-02
00b301b3ec.jpg 6107d44066.jpg,-1.06870606e-07 1.88869591e-04 -5.45518942e-02 -1.81595307e-04 3.74098819e-04 1.25760080e-01 7.41364831e-02 -3.33487195e-01 1.00000000e+00
00b301b3ec.jpg 639c810424.jpg,-9.80966510e-07 1.52706230e-06 -7.93167217e-04 5.30195172e-06 -4.37289720e-06 3.03183972e-03 -8.33608240e-04 -4.69498394e-03 1.26416197e+00
00b301b3ec.jpg 642d4c6051.jpg,1.94024452e-07 8.35801088e-08 1.48137256e-05 -9.26691988e-07 1.48727771e-05 -8.26174124e-03 4.34281231e-04 -4.23690584e-04 3.60736525e-01
00b301b3ec.jpg 6477ea61c2.jpg,-5.17404163e-07 -8.08247316e-06 3.62104312e-03 5.28014285e-06 4.82400142e-06 1.85555319e-03 -1.63383149e-03 -3.15640167e-03 2.57253947e-01
00b301b3ec.jpg 6d98f19fe7.jpg,-3.46238378e-07 -6.29861854e-06 3.04928147e-03 4.51830198e-06 -4.01529865e-07 1.93178503e-03 -1.89730749e-03 -9.07101292e-04 -2.67788435e-01
00b301b3ec.jpg 6e1f62b626.jpg,-1.66158909e-06 -9.55069739e-06 4.14933485e-03 1.16568890e-06 -5.80845337e-06 5.08122933e-03 -4.82159690e-04 -1.89201650e-04 -4.45799548e-01
00b301b3ec.jpg 6e50db8b44.jpg,-7.63093370e-08 4.76839166e-06 -2.37311230e-03 -4.89316379e-06 2.15838985e-05 -1.36378560e-02 1.58601068e-03 -2.17582587e-03 2.07067637e+00
00b301b3ec.jpg 7034988f10.jpg,-6.46889503e-08 8.09575554e-07 2.69435975e-04 -2.82531836e-06 -4.06635991e-08 7.62757199e-03 -6.62096482e-04 -6.74260836e-03 1.00000000e+00
00b301b3ec.jpg 737b06edbc.jpg,-6.90495707e-09 7.51515954e-06 -1.52441222e-03 -4.85456577e-06 5.88170685e-06 -4.70893950e-03 6.38955767e-04 5.65977641e-04 3.48843611e-01
00b301b3ec.jpg 739198edb8.jpg,-4.26003521e-06 1.10709263e-05 3.14293038e-03 2.90185398e-05 1.87323808e-06 -4.77201399e-02 -7.04967056e-03 3.06607415e-02 1.00000000e+00
00b301b3ec.jpg 7578881709.jpg,-1.12092681e-06 5.05855813e-06 -1.79376464e-03 5.61320626e-06 -7.41359641e-06 5.65964814e-03 -4.07579464e-05 -6.30941267e-03 1.13897616e+00
00b301b3ec.jpg 7a8cf8a478.jpg,-6.10087358e-07 -4.83453797e-06 4.81190161e-04 3.40514989e-06 2.03251952e-05 -2.06454430e-03 7.53893988e-04 -5.95089337e-03 5.17902960e-01
00b301b3ec.jpg 7c24d75394.jpg,-1.95116832e-07 -2.09029606e-06 1.29869334e-03 6.09233242e-07 -3.93503927e-07 5.05703058e-03 -6.95930846e-04 -3.89235397e-03 -5.96412506e-02
00b301b3ec.jpg 81d21a3039.jpg,8.41150998e-07 9.51657208e-06 -2.14365423e-03 -4.04685973e-06 -8.19187568e-06 -1.77980542e-03 7.85666576e-04 3.82207475e-03 -3.72360660e-01
00b301b3ec.jpg 834d6e812b.jpg,1.22108127e-06 1.87938181e-05 -8.24378165e-03 -2.13091907e-05 1.94283647e-06 2.17776439e-03 6.30474855e-03 -3.69239626e-03 6.94533747e-01
00b301b3ec.jpg 835886bfd0.jpg,2.09444844e-07 5.77286828e-06 -2.35092367e-03 -4.56004351e-06 -2.71393705e-06 8.81406960e-03 5.24354814e-04 -7.45718500e-03 1.66337227e+00
00b301b3ec.jpg 88bef32b4a.jpg,-3.32798318e-07 6.17968305e-06 -2.42788687e-03 -2.58090130e-06 -3.19685254e-06 6.85022104e-03 8.44531788e-04 -8.06570909e-03 2.33541773e+00
00b301b3ec.jpg 89cdf544d9.jpg,-2.21850526e-07 -2.86197607e-06 1.28284210e-03 -3.48761247e-06 -1.44263757e-06 6.90424086e-03 6.75515558e-04 -2.39656143e-03 -5.22320929e-01
00b301b3ec.jpg 8d0bc059d8.jpg,5.98331153e-07 -1.99665358e-05 7.38634916e-03 1.52400453e-05 1.53608583e-07 -2.36899605e-03 -5.98540401e-03 3.51326049e-03 -4.07839083e-01
00b301b3ec.jpg 8d523ef283.jpg,-2.94602299e-07 -5.90187453e-06 3.18083068e-03 3.27280595e-06 2.36587804e-07 5.76687795e-03 -1.12672081e-03 -1.64049101e-03 -1.00443232e+00
00b301b3ec.jpg 8f1e5fbb37.jpg,-1.68799334e-07 4.94062206e-06 6.98242887e-06 -6.62190442e-06 3.49437882e-06 8.98891865e-03 -3.55665322e-04 -1.11072714e-02 1.00000000e+00
00b301b3ec.jpg 91ab19b01c.jpg,2.99865940e-08 1.72642530e-06 -1.77446742e-03 -2.79065041e-06 -2.82672560e-06 -3.81906687e-03 2.26800928e-03 5.50912641e-03 -3.34185753e-01
00b301b3ec.jpg 98a4ae23cc.jpg,8.74294330e-09 9.12866505e-06 -2.16687100e-03 -1.06336055e-05 -2.25173598e-05 1.71449926e-02 1.29504291e-03 -5.29389249e-03 -1.89048416e-01
00b301b3ec.jpg 9aba08bcea.jpg,6.11455951e-07 1.21480324e-05 -5.73248249e-03 -1.42846163e-05 -1.76130894e-06 1.30333898e-03 6.24720870e-03 4.45862430e-04 -4.17451477e-01
00b301b3ec.jpg 9b5eae7867.jpg,1.29115617e-07 -5.20181295e-06 1.90485374e-03 4.30015840e-06 -3.75032606e-06 3.83834838e-03 -1.70627083e-03 -8.26824857e-04 -7.08991094e-01
00b301b3ec.jpg 9d1faaaa37.jpg,-4.73647456e-07 -4.93699933e-06 2.15660047e-03 1.84500932e-06 -5.53502636e-07 4.86392841e-03 -1.00409781e-03 -3.41791146e-03 -1.53581078e-01
00b301b3ec.jpg 9d3f1d2dab.jpg,-1.11790596e-07 -2.87432567e-06 1.44433325e-03 1.39136759e-06 -3.89629285e-06 4.57589956e-03 -9.24841751e-04 -1.87320398e-03 -5.04394940e-01
00b301b3ec.jpg a10a26514b.jpg,1.73815845e-06 1.96433496e-06 -7.91599430e-05 1.52177371e-06 -6.86801653e-06 5.27156090e-03 -2.83820392e-03 -3.92540396e-03 5.75717819e-01
00b301b3ec.jpg a125febee2.jpg,-8.39545193e-08 -4.04327970e-06 1.81967895e-03 3.82913633e-06 1.49601699e-06 3.46042648e-03 -1.49809148e-03 -3.07118633e-03 -1.78884538e-01
00b301b3ec.jpg a1346355a2.jpg,-3.41009826e-07 -5.23103550e-06 2.28725315e-03 5.74499840e-06 4.03356417e-06 4.41188934e-03 -2.08112854e-03 -4.11838746e-03 -2.41207975e-01
00b301b3ec.jpg a5737c08d3.jpg,3.76508462e-07 4.47394302e-06 -3.07316866e-03 -7.69058348e-06 -4.48269125e-06 1.10175204e-02 3.53255751e-03 -6.16625263e-03 -1.62104074e-01
00b301b3ec.jpg a890be9993.jpg,1.25153182e-06 1.49917187e-05 -5.05432760e-03 -1.82929203e-05 -9.41072442e-07 7.68681750e-04 4.80886613e-03 -1.50945511e-03 3.86598340e-01
00b301b3ec.jpg a96f035216.jpg,-1.76494932e-06 -7.04987583e-06 3.97228753e-03 -8.26685557e-07 -3.40908452e-06 5.46943692e-03 -4.57919382e-04 -1.77505897e-03 -7.92352545e-01
00b301b3ec.jpg ac98cc9287.jpg,1.08799179e-06 -4.20489521e-06 3.00134892e-04 -8.54875463e-06 -5.34550414e-06 8.44794330e-03 1.89151309e-03 -1.16039417e-03 -1.20955822e+00
00b301b3ec.jpg ae17f4aa0c.jpg,1.27612067e-06 -7.33330781e-06 9.94966305e-04 -3.10555598e-06 -3.57585068e-06 9.02569164e-03 9.00984351e-04 -3.42372691e-03 -2.34692534e-01
00b301b3ec.jpg aef782c3f2.jpg,3.57972151e-08 1.80202897e-06 -2.58984330e-04 1.02743405e-06 -3.45151977e-07 4.10033689e-03 -1.78434177e-04 -5.19467902e-03 4.51888826e-01
00b301b3ec.jpg af0d9d5a53.jpg,-1.78744709e-08 6.22335323e-07 1.15835631e-03 -7.59344756e-08 4.40891238e-06 7.51373434e-03 -9.89300734e-04 -9.12309804e-03 1.14385945e-01
00b301b3ec.jpg af82f5ceaa.jpg,-9.69506640e-07 -4.13876074e-06 -1.50585052e-03 2.59358893e-06 -5.91815259e-07 -1.40488776e-03 2.98055287e-03 1.56896196e-03 -5.66811386e-01
00b301b3ec.jpg b05987b0aa.jpg,-2.20708288e-08 3.09801808e-06 -1.18053522e-03 -2.85128566e-06 -7.07751665e-06 8.09763747e-03 5.45766089e-04 -3.98794751e-03 5.56749384e-01
00b301b3ec.jpg b074c2a225.jpg,-2.48332806e-07 -2.90360937e-06 1.40016466e-03 1.56943823e-06 -7.87008122e-06 6.22773972e-03 -1.03327190e-03 -8.22379426e-04 -6.48017238e-01
00b301b3ec.jpg b61dbf0bb0.jpg,9.97586508e-08 2.79392754e-06 -1.45949866e-03 -4.52740959e-06 -1.12927535e-05 1.18108013e-02 1.13156982e-03 -1.73762082e-03 -8.03233947e-01
00b301b3ec.jpg b649a82a4c.jpg,1.31833156e-07 2.98205432e-06 -9.86073676e-04 -3.48637762e-06 -2.05689098e-05 1.52701595e-02 5.99641071e-04 -3.68715150e-04 -1.90217278e+00
00b301b3ec.jpg ba02788810.jpg,1.97338353e-07 1.48816793e-06 4.45349741e-05 2.81370813e-06 3.27703321e-06 3.50130981e-03 -5.10142019e-04 -5.82067140e-03 2.00167141e-01
00b301b3ec.jpg bc9b37da22.jpg,3.19942811e-06 -1.03722615e-05 2.88647578e-03 2.73095571e-07 -1.63675500e-05 1.35277807e-02 2.97759016e-04 3.17393543e-03 -3.28221491e+00
00b301b3ec.jpg bcfb0a45ce.jpg,1.33193413e-07 4.44979045e-06 -2.12103280e-03 -4.44412368e-06 1.81276021e-06 8.82329737e-03 1.57457476e-03 -7.64579946e-03 -2.39291424e-01
00b301b3ec.jpg bf522105f2.jpg,9.96714136e-07 1.69002957e-05 -6.50346808e-03 -1.50102000e-05 1.67226990e-07 1.27545213e-02 3.27451387e-03 -9.91863930e-03 5.22959258e-01
00b301b3ec.jpg c01e49c804.jpg,-1.08037833e-07 6.61446726e-06 -2.55115395e-03 -6.90687292e-06 1.33517329e-06 9.38194365e-03 2.28666766e-03 -6.53657263e-03 -6.12381647e-01
00b301b3ec.jpg c2a9f95792.jpg,-3.08449326e-07 -2.30754186e-06 1.46290799e-03 4.99551170e-06 1.35989210e-05 5.96658229e-04 -3.84998546e-03 -1.38225689e-02 2.95476898e+00
00b301b3ec.jpg c4eadafc0a.jpg,-5.65483048e-08 -4.28057681e-06 1.79351137e-03 -1.05717626e-06 1.66464108e-06 -4.98485540e-03 4.38622648e-04 5.72600846e-03 -9.57059468e-01
00b301b3ec.jpg c8f667e071.jpg,2.07157142e-07 2.32261783e-06 -1.18553423e-03 -1.86291583e-06 -3.52402591e-06 5.94009607e-03 2.39981411e-04 -3.60293339e-03 3.37914789e-01
00b301b3ec.jpg c900ffe0b5.jpg,-9.23162140e-07 -5.69320001e-06 2.63142211e-03 -1.05793025e-05 -1.36574631e-05 1.52628262e-02 3.50933045e-03 -2.28534651e-03 -3.09521537e+00
00b301b3ec.jpg cbb793fdcd.jpg,-6.77535192e-07 -4.08105794e-06 1.60983565e-03 4.34703655e-06 3.37708183e-06 2.52614476e-03 -1.47951790e-03 -3.59623250e-03 5.19355662e-01
00b301b3ec.jpg cbdda0f2f5.jpg,4.31111502e-07 2.90632712e-06 -3.33873219e-04 -3.80316070e-07 8.09435801e-06 3.58505096e-03 -1.65638831e-03 -1.16758885e-02 1.12552227e+00
00b301b3ec.jpg ccbb4729c5.jpg,6.07439326e-07 3.85220715e-06 -1.65771895e-03 -1.57899902e-06 1.97342183e-06 2.82350873e-03 -1.66612731e-04 -5.45652121e-03 1.00000000e+00
00b301b3ec.jpg d0c097a27d.jpg,4.42520358e-07 3.55939074e-06 -1.78908815e-03 -8.95347383e-06 4.43125443e-06 8.11408137e-03 2.31013576e-03 -9.56426714e-03 1.00000000e+00
00b301b3ec.jpg d48ef6a6f1.jpg,1.00920487e-09 -1.68510083e-06 7.49703880e-04 4.40468453e-06 1.69794796e-06 2.14426665e-03 -1.14074562e-03 -4.03643857e-03 1.04342565e+00
00b301b3ec.jpg db2adcb2ef.jpg,-1.64361619e-07 -2.23764162e-06 1.16217189e-03 8.67411189e-07 -1.19130321e-05 1.03246316e-02 -7.90510639e-04 -1.98247214e-03 -5.01595779e-01
00b301b3ec.jpg db9e3f7a4c.jpg,-7.71146375e-07 -3.63605619e-06 6.22986785e-04 6.80012564e-06 -1.00299105e-06 4.50384620e-03 -9.35553103e-04 -4.26855762e-03 7.12662290e-01
00b301b3ec.jpg dd1fc7502f.jpg,-1.99261275e-06 -1.44075341e-05 5.21240963e-03 -1.36940372e-05 -2.16110476e-05 7.33990427e-03 2.13648101e-03 1.40328092e-02 -5.06809099e+00
00b301b3ec.jpg dd68ab71ef.jpg,2.55556601e-07 1.85454139e-06 -6.63411459e-04 -9.67270005e-07 1.10919862e-06 4.45163666e-03 -5.14330888e-04 -7.00013970e-03 5.55025878e-01
00b301b3ec.jpg ddc1502118.jpg,2.31238520e-06 -1.57965793e-05 6.75457452e-03 2.02710861e-05 -8.08122429e-06 3.94762661e-03 -8.27869990e-03 -5.05034593e-03 1.92701830e+00
00b301b3ec.jpg df0d03db5f.jpg,4.92790856e-08 3.13970052e-06 -1.05857540e-03 -2.07125292e-06 1.88282810e-05 -1.00450827e-02 4.89512701e-04 -3.70491151e-03 2.10460863e+00
00b301b3ec.jpg e0dcabb1df.jpg,7.91663302e-08 -1.76111361e-08 -8.88867338e-05 -4.88049512e-06 -2.48916657e-06 6.90108857e-03 1.18828603e-03 -4.54164306e-03 3.66436718e-01
00b301b3ec.jpg e31b3ae929.jpg,-2.52060874e-08 4.49958416e-06 -4.13803745e-04 -2.48399110e-06 1.04197335e-05 3.56728876e-03 4.37647545e-05 -1.05613226e-02 1.00000000e+00
00b301b3ec.jpg e45ff72690.jpg,4.90544067e-07 -7.71756116e-06 3.71272414e-03 8.62165829e-06 5.93520668e-06 -2.62060158e-03 -2.88797247e-03 -1.98453833e-03 8.76108262e-01
00b301b3ec.jpg e4730a4561.jpg,1.99772458e-06 7.72517792e-06 -1.58186676e-03 5.26580574e-06 -1.80005055e-06 9.54635699e-04 -2.38532725e-03 -6.36093368e-03 1.22680586e+00
00b301b3ec.jpg e4dd113b1f.jpg,4.97372715e-07 -2.02483854e-06 1.65918778e-03 2.40158304e-06 -3.19818706e-06 4.05572772e-03 -1.60380640e-03 -2.63151408e-03 1.58025670e-01
00b301b3ec.jpg e84de5096b.jpg,-1.11589796e-06 6.03393123e-06 -1.45382677e-03 -4.07233690e-06 5.96078017e-06 4.56297073e-03 2.04936256e-03 -7.93064836e-03 7.33820909e-01
00b301b3ec.jpg e97414a7ce.jpg,1.29793997e-08 6.70843220e-07 -3.74478513e-04 -2.01223927e-06 2.30218498e-06 -4.79990037e-03 1.27814564e-03 3.71124755e-03 -1.02147733e-02
00b301b3ec.jpg e9c3db3004.jpg,-1.03211591e-06 -6.60374027e-06 3.98085040e-03 5.72046979e-06 8.67653295e-06 -8.79990906e-03 -1.38136115e-03 7.08830023e-03 -2.23707969e+00
00b301b3ec.jpg ea461d7dc1.jpg,-3.73697445e-07 -6.35134202e-06 2.08145509e-03 5.87975009e-06 -1.63285880e-06 3.87951188e-03 -1.68911330e-03 -1.95076732e-03 -2.41779323e-01
00b301b3ec.jpg ebe5de19bb.jpg,1.54986860e-07 1.34488599e-06 -6.51344986e-04 -7.15664269e-07 2.48162182e-06 3.22568175e-03 -2.71525740e-04 -5.98193636e-03 1.05015129e+00
00b301b3ec.jpg ec1dcece00.jpg,1.57141720e-05 -7.10953288e-06 -7.55151679e-03 -2.82954262e-06 7.44598148e-06 1.31060282e-03 -9.93345211e-03 -3.00618339e-03 4.83334974e+00
