samples,fundamental_matrix
00cd3179d3.jpg 21fa5dada9.jpg,-7.48827938e-08 2.18919137e-06 -4.92398285e-04 -6.45097529e-07 -1.24572846e-06 7.84045069e-03 4.49297156e-04 -9.46122980e-03 7.46509526e-01
00cd3179d3.jpg 24834b690c.jpg,-3.13479646e-07 7.70804031e-06 -2.21409324e-03 -6.43390187e-06 5.80016502e-06 6.71796068e-03 2.71372210e-03 -1.44816891e-02 1.28562869e+00
00cd3179d3.jpg 2578cf8e32.jpg,-2.11199380e-07 4.68391766e-05 -1.52810875e-02 -2.75919971e-05 9.69724624e-06 1.51487964e-02 8.14562885e-03 -3.47835660e-02 6.03751420e+00
00cd3179d3.jpg 27bbe05c34.jpg,1.72469526e-09 9.72736954e-07 -4.60420015e-04 -1.16356514e-06 8.91517298e-08 4.63468099e-03 5.66478517e-04 -5.81164309e-03 4.32763773e-01
00cd3179d3.jpg 298b07b512.jpg,-9.20220230e-08 -1.65934563e-06 7.19240630e-04 -8.06944730e-06 -1.79520770e-06 1.12725864e-02 2.09423332e-03 -5.51665303e-03 -7.69269766e-01
00cd3179d3.jpg 2a586f0d91.jpg,-8.46646382e-08 -3.24948276e-06 3.01660782e-04 4.26642886e-06 1.55142867e-06 5.23641610e-03 -4.64757634e-04 -1.02320415e-02 6.97579053e-01
00cd3179d3.jpg 2c24b9c501.jpg,2.93251477e-06 -2.67705457e-05 8.25725913e-03 2.48336483e-05 -1.51901028e-06 -3.44969990e-03 -1.08720095e-02 2.63495522e-03 8.68358689e-01
00cd3179d3.jpg 2cbd6c4392.jpg,5.30347862e-07 -3.27709547e-05 6.84879570e-03 3.32741220e-05 6.62212845e-07 -1.14606708e-02 -5.91935873e-03 8.95732824e-03 9.22469745e-02
00cd3179d3.jpg 2e778ebbd9.jpg,-1.84556873e-11 9.96244170e-07 -3.58336092e-04 -1.02416181e-06 -2.43917149e-07 6.68448972e-03 2.94885603e-04 -6.55259116e-03 4.58276707e-01
00cd3179d3.jpg 2e882537d0.jpg,-1.69557169e-07 3.34971446e-06 2.00963375e-03 -3.78089014e-06 8.94630393e-08 7.44012594e-03 -2.35707164e-03 -7.94205245e-03 6.31921677e-01
00cd3179d3.jpg 2ef0871476.jpg,-8.83243394e-07 -2.38369785e-05 1.09637109e-02 5.72605621e-05 -3.36646416e-05 -3.90790084e-02 -2.21803863e-02 4.62747086e-02 1.00000000e+00
00cd3179d3.jpg 2fc1fc9cac.jpg,3.95088069e-11 7.09283519e-07 -3.03397583e-04 -7.10075613e-07 -3.05905898e-07 8.24753847e-03 3.14629045e-04 -8.09729740e-03 -1.38046801e-01
00cd3179d3.jpg 30d41739f4.jpg,1.04067294e-06 -1.92322950e-05 7.24894437e-03 1.17539951e-05 5.81810206e-06 -1.18744957e-02 -6.10371102e-03 1.16320015e-02 7.18324295e-03
00cd3179d3.jpg 30f6af57c6.jpg,-1.92683098e-08 2.83701793e-06 -8.38026733e-04 -1.84736261e-06 -7.86984132e-07 6.25673552e-03 5.87294539e-04 -7.14425887e-03 3.58468643e-01
00cd3179d3.jpg 337cb62bbe.jpg,4.97306098e-08 3.10462112e-06 -9.48333819e-04 -6.29974237e-06 1.72924098e-05 4.23567080e-03 1.62139137e-03 -1.89528914e-02 3.00350972e+00
00cd3179d3.jpg 3491aead43.jpg,-1.16311554e-07 5.37439246e-06 -2.18848571e-03 -4.26741910e-06 5.48551326e-06 3.52861121e-03 2.05781432e-03 -9.79377715e-03 1.42427769e+00
00cd3179d3.jpg 36638cf766.jpg,-8.81703357e-06 -5.25781554e-06 -1.75055050e-03 -7.41216582e-06 2.06401446e-06 4.61748956e-03 1.39343333e-02 8.28491664e-04 -4.25867151e+00
00cd3179d3.jpg 374012a9b2.jpg,2.44716170e-07 -3.60331078e-06 1.74792273e-03 1.38961595e-06 -4.17661234e-07 -5.63393321e-03 -1.22522930e-03 7.62010304e-03 -6.61999535e-01
00cd3179d3.jpg 38e41878eb.jpg,7.77971927e-10 -9.71561591e-06 2.60046328e-03 9.28457619e-06 -2.10493383e-06 -1.47317863e-02 -1.74454221e-03 9.64192572e-03 2.91957900e-01
00cd3179d3.jpg 3a0c011ff0.jpg,-6.61672026e-08 3.12062577e-06 -4.09147017e-04 -1.86404968e-06 -2.89448271e-07 5.29289134e-03 2.49052764e-04 -6.11479506e-03 4.66219373e-01
00cd3179d3.jpg 3b02a3b4fe.jpg,5.46675354e-08 -1.24483879e-05 4.17011013e-03 1.18277886e-05 -6.12902288e-07 -1.23230745e-02 -2.23256820e-03 9.81572681e-03 -9.68509941e-01
00cd3179d3.jpg 3b5d6fc838.jpg,1.78936786e-07 1.48391675e-05 -7.68096886e-03 -1.06443118e-05 5.12548658e-06 5.10166155e-03 7.60127311e-03 -1.50033445e-02 2.12912958e+00
00cd3179d3.jpg 3d4d2d1acc.jpg,-2.51449745e-07 1.26356014e-05 -1.84294180e-03 -1.60721495e-05 4.40654809e-06 1.62915394e-02 7.09565859e-04 -1.53816148e-02 1.81601222e+00
00cd3179d3.jpg 4048f6c0b9.jpg,-5.90705900e-07 5.64158688e-06 -2.82751128e-03 -3.28768884e-06 6.67002384e-07 7.19543847e-03 3.41152775e-03 -1.13310476e-02 4.72298957e-01
00cd3179d3.jpg 4493127c4f.jpg,3.92990808e-07 1.32318551e-06 8.05100369e-04 -2.82960965e-06 -5.55037111e-07 -4.20284564e-03 -1.11709597e-03 6.39712998e-03 -4.83760619e-01
00cd3179d3.jpg 4509903d7c.jpg,-2.49582420e-08 1.60765674e-06 1.00523267e-04 -1.63118660e-06 -4.40066523e-07 5.05548636e-03 -3.14043636e-04 -9.23783025e-03 8.41933397e-01
00cd3179d3.jpg 4794a3ef9c.jpg,-5.82155532e-07 3.93286557e-05 -1.11296048e-02 -3.94173614e-05 -1.41601598e-06 1.28175187e-02 1.08164834e-02 -1.06459678e-02 -3.43158892e-01
00cd3179d3.jpg 47a9548e84.jpg,-9.48516346e-07 -8.76568820e-06 4.35480179e-03 -3.29329548e-07 8.15382179e-06 8.96979308e-03 -3.26024345e-04 -6.14766698e-03 -5.90995744e-01
00cd3179d3.jpg 48325a8c1f.jpg,-4.84750407e-07 5.45368832e-06 -1.13254076e-03 -2.39053915e-06 1.05370622e-06 3.97621055e-03 1.23245007e-03 -8.07025666e-03 7.35082699e-01
00cd3179d3.jpg 490bdd1ffc.jpg,-1.09373794e-08 4.51392314e-07 -2.78543778e-04 -9.42829277e-07 -1.42070548e-06 -6.47710782e-03 3.58208304e-04 7.37714080e-03 -5.11670303e-01
00cd3179d3.jpg 49563f59f0.jpg,4.53637309e-06 -4.91956966e-05 9.31284573e-03 2.42999528e-05 1.64859734e-05 -1.33759553e-02 -1.12993127e-02 5.25391600e-03 3.30081491e+00
00cd3179d3.jpg 4b43dcf8df.jpg,-4.22073960e-06 1.71886835e-05 -5.51507743e-03 -2.91853252e-06 -5.59677621e-07 -4.27319571e-03 6.63271683e-04 1.62479140e-04 9.72438486e-01
00cd3179d3.jpg 4d3a639d83.jpg,-2.12203981e-07 1.54628880e-06 -1.36124533e-03 -2.84842759e-06 9.05405897e-06 3.56614071e-03 3.19382238e-03 -1.26306935e-02 6.27331503e-01
00cd3179d3.jpg 4ebe65d7c4.jpg,-3.25672492e-08 -5.28551152e-06 2.04377777e-03 2.77547396e-06 -7.04539554e-07 2.33012107e-03 -1.36493547e-03 -5.73650705e-03 1.23396935e+00
00cd3179d3.jpg 4fe4682520.jpg,-6.93831052e-08 5.66449127e-06 -2.96850834e-03 -6.60597660e-06 1.97210750e-05 1.28027860e-03 2.67184055e-03 -1.28121021e-02 2.12448502e+00
00cd3179d3.jpg 5063d57b3e.jpg,1.40254961e-06 -8.42275756e-06 1.46639091e-03 1.83748754e-06 9.54594531e-07 2.94567463e-03 1.76253658e-04 -3.37562025e-03 -1.37372243e-02
00cd3179d3.jpg 51b738ea6d.jpg,-5.56016969e-08 2.70914587e-06 -1.04324182e-03 -1.90752150e-06 -7.26080863e-07 6.45161511e-03 9.55738316e-04 -8.95831438e-03 9.71528201e-01
00cd3179d3.jpg 51bcfaf8cd.jpg,-1.43402886e-05 -1.59253844e-04 8.54400054e-02 1.53880037e-04 -5.12114253e-05 -2.16696535e-02 -9.14006008e-02 5.37600215e-02 1.00000000e+00
00cd3179d3.jpg 5221dc9d20.jpg,1.31000791e-09 3.86152270e-06 -1.15949971e-03 -3.77425929e-06 7.40648847e-07 7.42240958e-03 1.00960267e-03 -7.80610905e-03 2.93752026e-01
00cd3179d3.jpg 53e88f1eeb.jpg,-5.23472006e-07 5.99881550e-06 -1.67292906e-03 -4.75921176e-07 -5.53841520e-07 -4.26240568e-03 -2.83743075e-04 5.41933533e-03 8.23809088e-02
00cd3179d3.jpg 56b1199464.jpg,2.03391954e-07 -1.53301290e-05 4.59028870e-03 1.55681555e-05 7.69723500e-07 -1.32753629e-03 -5.18361283e-03 -1.02582160e-03 6.73159388e-01
00cd3179d3.jpg 5752b7b5eb.jpg,-2.53369268e-09 -1.51111984e-06 1.09333856e-03 1.51527923e-06 4.12766380e-08 6.68567342e-03 -8.94943793e-04 -6.56241499e-03 8.30396456e-01
00cd3179d3.jpg 5b1295fc91.jpg,8.15555148e-09 -1.67848841e-06 1.67676640e-04 1.73339341e-06 -4.88543727e-08 3.91448968e-03 6.79560636e-05 -6.67281126e-03 7.46752701e-01
00cd3179d3.jpg 5c3ada544f.jpg,-4.07597567e-08 9.23519899e-06 -3.13668446e-03 -1.07460979e-05 3.84606841e-07 1.10990217e-02 2.94852209e-03 -1.09461570e-02 6.86608312e-01
00cd3179d3.jpg 5e5e7ce3d9.jpg,8.38212646e-09 1.97777480e-06 -7.47499966e-04 -1.07907309e-06 -1.93450749e-07 -5.27013445e-03 4.51188749e-04 6.74337614e-03 -4.54432440e-01
00cd3179d3.jpg 5f1e86c4c3.jpg,-1.76357804e-07 -4.68898299e-06 1.08854645e-03 6.12641043e-06 3.53308318e-07 1.43234132e-03 -1.68044101e-03 -4.06533357e-03 5.65359531e-01
00cd3179d3.jpg 5f65f0315d.jpg,-1.40342546e-09 -5.33655670e-07 1.45460063e-04 1.07333450e-06 -3.00850109e-06 6.89035164e-03 -2.30981162e-04 -5.70695226e-03 3.43049236e-01
00cd3179d3.jpg 5fec1d4212.jpg,-1.46302607e-09 1.06800841e-06 -2.49210762e-04 -9.24235573e-07 -8.90998791e-09 -6.58100483e-03 2.65912943e-04 6.68145593e-03 4.00131917e-01
00cd3179d3.jpg 6092b4748c.jpg,-9.49363125e-07 3.51245972e-05 -1.04918771e-02 -3.47303754e-05 -7.86866347e-07 1.97284782e-02 7.51697826e-03 -1.70248104e-02 1.12696371e+00
00cd3179d3.jpg 609709c4b3.jpg,2.08098350e-06 -4.60718071e-05 1.42121349e-02 2.63190905e-05 2.92564667e-05 -2.06865165e-02 -1.12358444e-02 2.20591017e-03 4.01788841e+00
00cd3179d3.jpg 612ff6a7f6.jpg,2.01890359e-06 -1.08098573e-05 1.33852411e-03 1.17336070e-05 -1.51570689e-06 -8.73688814e-03 -4.13083213e-03 1.04173801e-02 4.13247770e-01
00cd3179d3.jpg 63e54931fb.jpg,-3.99797098e-07 -1.37212487e-05 3.75009633e-03 1.40545368e-05 -5.94824608e-07 -1.65381523e-03 -3.36145078e-03 -1.67513281e-03 8.85416367e-01
00cd3179d3.jpg 63f2d12a82.jpg,1.16228487e-06 2.06647418e-05 -6.89604566e-03 -1.65755345e-05 1.32453328e-05 7.05780584e-03 4.95423732e-03 -1.79305823e-02 2.03225414e+00
00cd3179d3.jpg 654e684d7f.jpg,-1.62383587e-08 2.69220155e-06 -7.60047464e-04 -2.79330814e-06 1.19176387e-07 6.13828929e-03 5.83112813e-04 -7.54973846e-03 9.43298286e-01
00cd3179d3.jpg 6578d1bc84.jpg,1.19379959e-07 -1.00541509e-05 3.20996865e-03 9.85035085e-06 -7.39605082e-07 -8.77647263e-03 -2.87686899e-03 9.70190017e-03 -5.68452778e-01
00cd3179d3.jpg 68f8811444.jpg,4.28895997e-08 8.88559749e-07 5.73129913e-05 -1.83446637e-06 1.37069322e-06 -4.92462001e-03 1.12789187e-04 4.70600692e-03 1.90084079e-03
00cd3179d3.jpg 692d930d84.jpg,-9.46873737e-08 2.30593940e-05 -3.15047607e-03 -2.39013340e-05 -1.28356484e-06 5.05103185e-04 8.21261289e-04 5.84074603e-03 -8.09646689e-01
00cd3179d3.jpg 696a215b7a.jpg,5.85150423e-10 -1.93823646e-06 6.86222538e-04 1.84223703e-06 1.63781023e-07 -8.02701823e-03 -6.98702075e-04 8.11168821e-03 1.39826063e-01
00cd3179d3.jpg 6ab8f96f41.jpg,-3.35071109e-08 3.53758865e-05 -9.57024240e-03 -3.50960569e-05 -1.78728437e-07 1.06628810e-02 1.17282130e-02 -1.15143936e-02 -4.28801118e-01
00cd3179d3.jpg 6b2aeb67b2.jpg,5.32029323e-09 1.17647001e-06 -2.58811815e-04 -1.19910142e-06 1.68843911e-07 -4.66215803e-03 2.90267858e-04 6.11335798e-03 -3.32573704e-01
00cd3179d3.jpg 6d39087ca6.jpg,-2.50446055e-07 -1.79732837e-06 1.83918639e-04 3.93022887e-06 -1.89856780e-06 2.98579973e-03 -7.14740809e-04 -6.99551053e-03 8.88891777e-01
00cd3179d3.jpg 6f2248f1d0.jpg,-2.28591290e-08 2.98463179e-07 -5.85845339e-04 -2.23829618e-07 5.21605363e-07 3.98351173e-03 7.82192860e-04 -5.35046542e-03 3.61124007e-01
00cd3179d3.jpg 7462b5567d.jpg,1.38624312e-05 4.06607374e-05 -2.22442681e-02 -4.74777944e-05 1.82979152e-05 6.67853453e-04 1.02880196e-02 -2.52544723e-02 1.00592737e+01
00cd3179d3.jpg 769636f2f4.jpg,-4.08830085e-06 -3.56802719e-05 9.32250794e-03 1.73266033e-05 -3.52294838e-06 -8.12074244e-03 3.91616413e-03 2.30974550e-02 -6.68230106e+00
00cd3179d3.jpg 77158d67e9.jpg,-7.47305776e-07 -8.06309146e-06 3.81179938e-03 -3.14743839e-07 -1.37204470e-06 5.86868176e-03 -1.78148541e-04 -2.97149758e-03 -1.30173803e+00
00cd3179d3.jpg 773d954860.jpg,1.40656738e-06 4.00171022e-06 -1.30687348e-03 1.35665768e-05 -2.52989604e-05 6.67032312e-03 -2.68131454e-03 -5.17524090e-03 1.75123646e+00
00cd3179d3.jpg 788acde77a.jpg,1.15293840e-06 -2.92058017e-05 9.59576539e-03 1.62919977e-05 -3.42472639e-05 7.77131346e-03 -3.88478693e-03 8.40129490e-03 -1.93246303e+00
00cd3179d3.jpg 79b0589b09.jpg,-1.99896355e-07 1.03392181e-05 -3.18589742e-03 -9.32552840e-06 -1.56113437e-06 -2.08786723e-03 2.12832667e-03 1.45787667e-03 1.42913860e-01
00cd3179d3.jpg 7bc5f56381.jpg,1.00517463e-06 -1.12617057e-05 1.67577921e-03 4.67286740e-06 2.90391847e-06 1.67281816e-03 -3.70216983e-04 -4.40539351e-04 -1.09231007e-01
00cd3179d3.jpg 7d31d61483.jpg,6.81242655e-10 -2.39417057e-06 8.64467552e-04 2.47561297e-06 6.41497683e-08 3.57114097e-03 -6.36780715e-04 -3.72483857e-03 4.18870361e-01
00cd3179d3.jpg 7e0d8d0434.jpg,-6.65337256e-07 -2.59462445e-06 -9.47765454e-04 4.87299762e-06 5.12356060e-07 4.68800636e-03 1.22606414e-03 -6.57195625e-03 3.62872841e-01
00cd3179d3.jpg 7f67f06944.jpg,3.59277016e-08 5.58629237e-06 -2.04517910e-03 -6.54136842e-06 8.67888284e-08 6.74276512e-03 2.42833371e-03 -8.52143744e-03 5.48323452e-01
00cd3179d3.jpg 7fd028a103.jpg,-6.10420434e-07 5.51260421e-06 3.19817277e-03 -5.22640410e-06 -4.21749914e-08 -9.53594692e-05 -3.39179639e-03 3.47887221e-05 -2.57304274e-02
00cd3179d3.jpg 7fe5cf5dce.jpg,1.35342102e-06 -3.82925277e-05 9.63727965e-03 3.78687602e-05 -1.45072546e-06 -1.05842428e-02 -1.10521527e-02 1.70579459e-02 -1.26767398e+00
00cd3179d3.jpg 80880b71d5.jpg,-3.06531176e-07 6.80269173e-06 -9.11851956e-04 -9.67022384e-07 -1.68880741e-05 -1.86539950e-03 -4.03711842e-04 1.05282431e-02 -1.24231029e+00
00cd3179d3.jpg 82210d5eab.jpg,7.17581270e-09 2.80279492e-06 -8.80069243e-04 -3.04150247e-06 -3.27291793e-07 5.71964570e-03 1.05633590e-03 -7.12494163e-03 2.52193912e-01
00cd3179d3.jpg 84c8e593d3.jpg,8.11482354e-09 9.86755400e-06 -2.89576471e-03 -8.80098331e-06 4.87586918e-07 1.01138833e-02 1.37784103e-03 -1.06375596e-02 1.50582755e+00
00cd3179d3.jpg 85a61aa43e.jpg,5.82181822e-07 3.15440032e-05 -1.46189057e-02 -3.00049476e-05 1.40158117e-05 1.90925745e-02 7.68188378e-03 -2.39332013e-02 4.22315267e+00
00cd3179d3.jpg 8625529745.jpg,-1.51513849e-07 -7.03985633e-06 3.06033397e-03 9.54544307e-06 7.56033629e-07 -9.71997556e-03 -3.73917479e-03 7.37319236e-03 6.36233411e-01
00cd3179d3.jpg 882bfed851.jpg,2.54215854e-07 1.34218569e-05 -5.13011813e-03 -2.10663223e-05 1.57466973e-05 1.18603150e-02 5.56649658e-03 -1.82846662e-02 2.04062049e+00
00cd3179d3.jpg 8bed8a0213.jpg,3.29856432e-08 -1.15501251e-05 3.33819897e-03 1.03145454e-05 6.31674657e-07 1.35437176e-03 -1.92271450e-03 -3.76439936e-04 -1.77809517e-01
00cd3179d3.jpg 8ca5e79515.jpg,3.68114106e-08 8.19157701e-07 -4.58610289e-04 -1.74605161e-06 1.81663208e-07 4.99916137e-03 1.11070805e-03 -8.23178775e-03 3.03275780e-01
00cd3179d3.jpg 8d4f32ce42.jpg,-1.11351602e-07 9.12375493e-06 -2.69684920e-03 -3.21803880e-06 3.61453458e-05 -4.93276127e-03 7.81177894e-04 -1.81423894e-02 4.20330434e+00
00cd3179d3.jpg 8e856b67ca.jpg,-1.75964866e-07 -6.48028693e-06 2.31649366e-03 4.01336529e-06 -1.87830382e-06 2.51370259e-03 -1.74306378e-03 -4.53306222e-03 8.86132903e-01
00cd3179d3.jpg 8eadf9c853.jpg,6.46103333e-09 -1.50059910e-06 6.15281298e-04 6.91377888e-07 2.43959088e-07 4.79060198e-03 -3.03964543e-04 -6.35997918e-03 2.67424805e-01
00cd3179d3.jpg 9033b326de.jpg,7.00414871e-08 -1.56480183e-06 4.18215138e-04 1.21276969e-06 1.80449928e-06 3.72612711e-03 -8.06133363e-06 -7.03018498e-03 8.28923192e-01
00cd3179d3.jpg 9133ca20f0.jpg,-1.35844531e-07 -1.83314268e-05 7.15953429e-03 1.43007060e-05 -8.97207651e-06 -9.67719210e-03 -4.06390007e-03 1.81094966e-02 -3.22126619e+00
00cd3179d3.jpg 91a3f30a35.jpg,8.81338719e-07 -1.87432096e-05 8.28355241e-03 2.01088337e-05 -6.38981090e-07 -1.29201853e-03 -8.89844067e-03 1.12085135e-03 1.98251288e-01
00cd3179d3.jpg 920a3a4ead.jpg,-1.50361794e-08 1.06197549e-06 -3.60877856e-04 -6.24090377e-07 1.28519485e-06 6.04491430e-03 2.40564216e-04 -6.03334588e-03 3.90601736e-01
00cd3179d3.jpg 943d7b7df0.jpg,-1.11614386e-08 -1.07245899e-06 1.56764540e-04 1.68030410e-06 5.93036650e-07 4.38267256e-03 -1.07685853e-04 -6.96497657e-03 9.24122166e-01
00cd3179d3.jpg 959eb68c06.jpg,1.66220472e-06 -3.51087012e-05 7.52872228e-03 3.23672988e-05 6.85578598e-06 -3.46985565e-03 -5.45295744e-03 2.05304265e-03 -1.12654008e-01
00cd3179d3.jpg 95bc6a32bb.jpg,2.89240759e-07 2.71800234e-05 -9.60690068e-03 -1.36399763e-05 -1.02244619e-05 1.56499296e-02 3.11273708e-03 -9.20037373e-03 3.96028086e-01
00cd3179d3.jpg 96b9f17ba9.jpg,4.02540713e-08 -4.83356644e-06 1.18844287e-03 5.01901315e-06 8.49242235e-07 2.28218187e-03 -1.02063735e-03 -4.83317916e-03 6.62558916e-01
00cd3179d3.jpg 96d1106496.jpg,6.38604266e-10 -1.29984021e-07 -9.28941552e-05 1.13130555e-07 -1.18808484e-08 3.89909916e-03 2.22417412e-04 -7.83504281e-03 7.56744448e-01
00cd3179d3.jpg 9ad66ec20c.jpg,4.73566413e-06 -2.57116696e-05 6.25129535e-03 2.95657042e-05 1.77706472e-05 -1.07896935e-02 -9.66418363e-03 -3.64238487e-03 2.92153883e+00
00cd3179d3.jpg 9b882cbcbf.jpg,-6.82539762e-08 -1.53927499e-06 9.42273802e-04 3.03113961e-06 -2.44183684e-06 -6.42858423e-03 -7.88140908e-04 6.93735811e-03 -1.48122924e+00
00cd3179d3.jpg 9cf8972f83.jpg,-7.80254884e-07 1.98795285e-05 -6.20273380e-03 -1.64412364e-05 -1.82655265e-06 1.70894935e-02 4.83958590e-03 -1.60997077e-02 8.13987733e-01
00cd3179d3.jpg 9d7a1faf96.jpg,-1.37349910e-07 -5.87950542e-07 6.30423125e-04 1.65946073e-06 -3.48033504e-06 -5.22595780e-03 -1.88609662e-04 6.36622992e-03 -7.54746814e-01
00cd3179d3.jpg 9e79d4d5f5.jpg,5.68231238e-07 -1.51554055e-05 2.94017594e-03 1.37696621e-05 -4.82814072e-06 5.91180983e-04 -2.08888832e-03 -2.14809986e-03 4.71892302e-01
00cd3179d3.jpg 9fc9bfc8a3.jpg,8.50439200e-07 -1.29616833e-05 1.92419238e-03 1.23459168e-05 -3.41928749e-06 -8.66154313e-03 -1.43023717e-03 9.99087271e-03 -8.97146943e-01
00cd3179d3.jpg a029f5193e.jpg,-2.73612350e-08 1.18645988e-05 -5.90650181e-03 -1.11501952e-05 3.43181773e-06 -4.32898693e-03 4.83638193e-03 1.02937067e-03 6.25574152e-01
00cd3179d3.jpg a146ae2a7f.jpg,2.08016199e-07 -2.57116939e-06 -4.16069675e-03 3.40588214e-06 -1.92147207e-06 8.67922932e-03 1.11421608e-03 -2.35746309e-03 -4.65584898e-01
00cd3179d3.jpg a1734586e9.jpg,-3.62192853e-10 5.38572494e-07 -1.79249916e-04 -5.10080879e-07 1.86389320e-08 -6.32890725e-03 1.20884280e-04 6.34965076e-03 -5.61927695e-01
00cd3179d3.jpg a1be5340b3.jpg,-4.21892815e-09 -7.39689460e-07 1.66622321e-04 9.61229639e-07 -4.96884688e-06 6.90557687e-03 -1.53634682e-04 -4.89511473e-03 3.67583650e-01
00cd3179d3.jpg a1faf35431.jpg,-2.53990092e-06 2.76194349e-05 -9.51636252e-03 -1.45773277e-05 -4.66447910e-06 1.15290611e-02 7.80052997e-03 -1.38725668e-02 4.65747031e-01
00cd3179d3.jpg a48237f885.jpg,2.55379454e-08 -7.28867879e-06 1.93744093e-03 7.31906596e-06 4.47906062e-07 4.06402415e-03 -1.67600616e-03 -2.21449852e-03 -3.73473184e-01
00cd3179d3.jpg a7b0514705.jpg,4.81815099e-09 2.40253090e-06 -4.89340757e-03 -2.97798864e-06 -5.47995443e-07 -3.29316997e-03 6.18673528e-03 5.06278607e-03 -1.16310604e+00
00cd3179d3.jpg a8241f656b.jpg,3.86191031e-08 2.10223782e-06 -3.44779928e-04 -1.01277178e-06 5.51758640e-07 9.10823196e-03 1.45803755e-06 -7.37125190e-03 -2.19157239e-02
00cd3179d3.jpg a94f6b63bf.jpg,4.52426671e-07 1.67496590e-05 -5.12642173e-03 5.30450033e-06 -1.16524859e-05 -1.12145416e-02 -1.23142318e-03 3.29118846e-03 2.46568079e+00
00cd3179d3.jpg a9b9705862.jpg,2.05799346e-10 7.08016878e-07 -1.67923869e-04 -6.55466707e-07 -1.83662158e-07 7.28876297e-03 1.74127559e-04 -7.09494969e-03 -2.64929217e-01
00cd3179d3.jpg aa2374998f.jpg,-7.22758008e-09 -2.89810009e-06 -1.82712667e-04 2.84231979e-06 9.37660106e-07 3.11870712e-03 3.87545833e-04 -4.24205933e-03 1.61467893e-01
