samples,fundamental_matrix
00c6d2c2ce.jpg 4da1fcf16a.jpg,3.86425689e-06 2.93820497e-07 1.01990652e-03 2.23381771e-06 -1.62675524e-05 1.14646479e-02 -2.91183768e-03 2.44038396e-03 -2.52958301e+00
00c6d2c2ce.jpg 4ec63432ad.jpg,9.71559527e-08 1.02533348e-05 -3.33363575e-03 -1.05790020e-05 5.52108299e-06 -5.15473949e-03 2.63342617e-03 -9.53642377e-04 1.14512027e+00
00c6d2c2ce.jpg 4ed05e63fd.jpg,-4.99057702e-06 -2.06820360e-06 7.43588453e-03 -3.85356382e-06 -1.30031262e-06 5.92374927e-03 -4.25590819e-04 -3.60918327e-03 -1.47166377e+00
00c6d2c2ce.jpg 52c7bde8fe.jpg,-1.79437571e-07 7.44178348e-07 -4.48960076e-04 -4.57880088e-06 -1.29486012e-05 -1.85388717e-03 1.02073731e-03 9.50763892e-03 -1.57738777e+00
00c6d2c2ce.jpg 53ea9afde6.jpg,1.37698804e-08 -1.32146705e-07 6.89890185e-05 -1.77355790e-06 1.01371620e-05 -8.35097589e-03 1.38484742e-06 2.61755820e-03 -1.97464565e-01
00c6d2c2ce.jpg 54930bb572.jpg,-5.05725091e-07 -9.81444546e-06 3.43210217e-03 1.03107301e-05 -8.79028439e-06 2.72268074e-03 -1.58602024e-03 3.08444766e-03 -1.02168161e+00
00c6d2c2ce.jpg 5622f88485.jpg,-5.84973866e-07 -2.11494435e-06 1.71444720e-03 -2.72185056e-06 1.09160380e-06 5.28677079e-03 7.23697876e-04 -4.19671332e-03 -4.44283316e-01
00c6d2c2ce.jpg 56873103a9.jpg,5.59189878e-08 -1.40991610e-07 -2.46686053e-04 -3.78458818e-07 -7.42905413e-06 6.90633693e-03 2.48587111e-04 -1.43112091e-03 -5.94191116e-01
00c6d2c2ce.jpg 56d9fee3fe.jpg,-6.75790878e-07 -7.46971031e-07 -3.63950524e-04 -3.50793332e-06 -8.04126567e-06 -1.50573616e-04 1.54590843e-03 6.92408106e-03 -1.34514435e+00
00c6d2c2ce.jpg 5778ba9ac7.jpg,9.62627663e-08 2.42297415e-06 -7.67550825e-04 2.36971016e-07 -3.78862389e-06 5.16717772e-03 -2.87801228e-04 -5.14801382e-03 7.78244661e-01
00c6d2c2ce.jpg 5c35fc15ff.jpg,-1.70622354e-06 1.68796650e-05 -6.31612398e-03 -2.03845112e-06 -1.08653161e-05 1.29997412e-02 1.76112456e-03 -1.11391889e-02 2.35905573e+00
00c6d2c2ce.jpg 5d06fb9241.jpg,4.15924853e-07 7.93225916e-06 -4.13115142e-03 -7.47119877e-06 1.41553639e-06 9.59746882e-03 1.77666759e-03 -7.63679926e-03 9.95381119e-01
00c6d2c2ce.jpg 5d4c27b344.jpg,-7.10319625e-06 4.30538204e-04 -1.40816477e-01 5.56989621e-06 3.99862863e-04 -5.09724398e-01 -8.14441648e-03 3.00456227e-01 1.00000000e+00
00c6d2c2ce.jpg 5de7328d16.jpg,-1.72685743e-07 -1.02826651e-05 4.50850163e-03 8.53776948e-06 8.65217852e-07 3.22038760e-04 -4.32700531e-03 -8.88118781e-04 3.45485186e-02
00c6d2c2ce.jpg 5f8b7fcfb5.jpg,1.84838359e-07 -3.69909505e-06 2.45436424e-03 3.89742248e-06 -2.12839970e-07 2.86369192e-03 -2.60393291e-03 -2.68748181e-03 -1.34813110e-01
00c6d2c2ce.jpg 616c4b3829.jpg,4.45653886e-08 -5.33165696e-06 2.75722996e-03 1.56362405e-06 -1.50125805e-05 1.00030203e-02 -7.17990848e-04 5.73167395e-04 -1.40695316e+00
00c6d2c2ce.jpg 61b5c9cc97.jpg,-5.74829181e-07 -2.04424456e-06 1.81544058e-03 4.77544173e-06 3.15059365e-06 -9.29622483e-03 -1.74798792e-03 4.97970935e-03 8.37477181e-01
00c6d2c2ce.jpg 63eb8a8424.jpg,5.32705936e-07 3.42120592e-06 -2.79721160e-03 -4.47639518e-07 -2.47589390e-05 1.49412304e-02 3.33955417e-04 3.80736620e-03 -2.71013679e+00
00c6d2c2ce.jpg 643a8dea07.jpg,2.92593324e-07 4.72792909e-05 -1.62590415e-02 -3.56959976e-05 -1.08270541e-05 8.63697483e-04 1.57825355e-02 7.74524698e-04 1.00000000e+00
00c6d2c2ce.jpg 6522c9cf34.jpg,-8.02423993e-07 -6.08149859e-06 1.77273471e-03 8.06038624e-06 1.54575445e-06 2.84934598e-04 -1.32802475e-03 -2.26790251e-03 5.64770728e-01
00c6d2c2ce.jpg 67a851e96f.jpg,9.83293167e-07 -6.91686202e-06 2.47101645e-03 9.60470302e-06 -1.02865410e-05 2.98104985e-03 -4.47833652e-03 -8.42755088e-04 6.92853313e-01
00c6d2c2ce.jpg 6a903c2c18.jpg,-1.13580872e-06 3.54959305e-06 -7.36023114e-04 9.77173673e-06 7.36666846e-06 -4.53199526e-03 -3.69551595e-03 -1.08305789e-02 4.01966065e+00
00c6d2c2ce.jpg 6b08a475b9.jpg,6.78442134e-07 2.56314115e-06 -6.98897743e-04 3.99076308e-06 -2.23313866e-06 3.60960649e-03 -1.72452899e-03 -5.61923094e-03 1.37688765e+00
00c6d2c2ce.jpg 6b2569506b.jpg,3.33450945e-06 3.15004073e-06 -1.49323893e-03 -1.21083214e-05 -2.63594978e-06 1.82755299e-03 3.83374201e-03 5.44176375e-03 -2.46008631e+00
00c6d2c2ce.jpg 6c1e98e98f.jpg,3.80659162e-07 3.20027139e-07 -7.50075934e-04 4.54773868e-06 4.54077049e-06 -9.02072889e-03 -1.06239120e-03 1.29569126e-03 1.91166902e+00
00c6d2c2ce.jpg 73a918d6f2.jpg,1.06429040e-08 1.45423038e-06 -4.11891343e-04 3.26432671e-06 1.33953951e-05 -1.28262098e-02 -3.99954998e-04 2.25298350e-04 1.08179990e+00
00c6d2c2ce.jpg 75453c05c6.jpg,-1.11623620e-06 -4.55045578e-06 2.73096230e-03 1.02886610e-05 -1.00877287e-05 -4.07598189e-03 -2.45499439e-03 9.19631881e-03 -1.78016816e+00
00c6d2c2ce.jpg 7e46d0c972.jpg,9.66835755e-07 -1.59554259e-05 4.64577938e-03 2.19081554e-05 3.95998545e-06 -2.28522648e-03 -6.74370620e-03 1.31445493e-04 3.06050627e-01
00c6d2c2ce.jpg 76795b15f2.jpg,-1.61510119e-07 -4.35006888e-07 3.88630548e-05 3.85524145e-06 -2.73700764e-06 4.94688128e-03 -1.16883585e-03 -2.91380365e-03 1.76341866e-01
00c6d2c2ce.jpg 77a7ca7508.jpg,-4.52426979e-08 -2.15330977e-06 9.49228432e-04 8.22174601e-07 -2.62215321e-06 4.84960574e-03 -4.88662903e-04 -3.21340488e-03 -3.56678161e-01
00c6d2c2ce.jpg 77afa9a8cd.jpg,-1.03223601e-07 -4.43109075e-06 1.42603012e-03 2.87998074e-06 -2.27441653e-05 1.21108006e-02 -5.98523072e-04 3.94728831e-03 -2.24053158e+00
00c6d2c2ce.jpg 77c8e96afd.jpg,-3.29713254e-08 -8.00929700e-07 2.52882554e-04 8.86663716e-07 6.58145844e-06 -5.95094706e-04 -3.98381136e-04 -4.72293519e-03 1.00000000e+00
00c6d2c2ce.jpg 77e6300b05.jpg,-1.15552506e-07 -1.24426957e-06 3.29347512e-04 2.21163919e-06 3.89425177e-06 3.08871025e-03 -7.27761077e-04 -6.19084888e-03 1.29834660e+00
00c6d2c2ce.jpg 780b2f79cc.jpg,-2.19184833e-08 -2.68488944e-06 7.44943060e-04 4.36213769e-06 5.28124820e-06 2.10476855e-04 -1.40715969e-03 -6.01336370e-03 1.14151720e+00
00c6d2c2ce.jpg 790166e79f.jpg,-2.08897877e-07 -3.30739873e-06 1.08553970e-03 4.72045385e-06 1.29187945e-06 1.89214427e-03 -1.08728896e-03 -3.67442955e-03 7.79003146e-01
00c6d2c2ce.jpg 81a1b8e8e9.jpg,2.99163333e-07 -7.89111673e-06 3.02072452e-03 3.85952616e-06 7.34090096e-06 -8.77222841e-04 -1.92751098e-03 -7.15342208e-03 1.71126613e+00
00c6d2c2ce.jpg 82087b8f1c.jpg,2.63766559e-07 -3.96488497e-08 -3.96512628e-04 -3.36779366e-06 -3.93279330e-06 7.48603548e-03 1.67932420e-03 -3.37522399e-03 -8.19704937e-01
00c6d2c2ce.jpg 8424b7ccfc.jpg,2.47044564e-07 3.25760993e-06 -1.02666588e-03 -7.71010669e-06 1.52149018e-05 -7.41921120e-03 9.21914554e-04 9.40651689e-04 -4.46484999e-02
00c6d2c2ce.jpg 842c8bde32.jpg,1.03940306e-06 7.15262298e-06 -2.81197655e-03 -7.11484482e-06 4.33014225e-07 7.55154390e-03 5.66629559e-04 -8.45454122e-03 1.39252561e+00
00c6d2c2ce.jpg 8465e865c3.jpg,-3.58212981e-07 -4.03733565e-06 1.40475139e-03 4.23112200e-06 1.10531120e-06 1.70303568e-03 -1.11566885e-03 -2.39972430e-03 3.78977192e-01
00c6d2c2ce.jpg 8478167330.jpg,-1.50791627e-07 -4.87808486e-06 1.57148848e-03 -6.08413873e-07 -3.47202685e-06 5.69457790e-03 8.56745767e-05 -1.56126909e-03 -7.20177815e-01
00c6d2c2ce.jpg 856f7131dd.jpg,3.20330018e-07 7.09679134e-06 -3.18796367e-03 2.57434925e-06 2.25348966e-05 -4.29406239e-03 -1.92264660e-03 -2.28872261e-02 6.95132763e+00
00c6d2c2ce.jpg 8624442494.jpg,2.83827376e-06 -1.90889825e-05 6.35916518e-03 2.20066041e-06 2.95137662e-05 -2.03854337e-02 -2.43494618e-03 -1.70345051e-03 4.87316496e+00
00c6d2c2ce.jpg 880c650247.jpg,-4.05692705e-07 -1.24921246e-05 5.39434099e-03 1.04251603e-05 1.26982077e-06 5.22062616e-05 -4.04753014e-03 -1.33122153e-03 3.43264313e-01
00c6d2c2ce.jpg 883b68a857.jpg,1.66900556e-07 -4.62276417e-06 1.72851783e-03 7.36057326e-06 -7.62105389e-06 3.94405850e-03 -1.66444626e-03 -1.50799511e-03 2.98355563e-01
00c6d2c2ce.jpg 88b62b0177.jpg,2.06239276e-06 3.30667468e-05 -1.41764485e-02 -2.64860194e-05 -4.77397657e-05 5.51606016e-03 5.31067002e-03 5.07592709e-03 1.00000000e+00
00c6d2c2ce.jpg 89a3e7aa01.jpg,-1.57041733e-07 4.60653426e-06 -1.87067913e-03 5.21841843e-07 7.20971085e-08 3.88773549e-03 1.21071976e-05 -6.62830074e-03 1.09397679e+00
00c6d2c2ce.jpg 89c2648f95.jpg,-3.40911087e-07 -5.38747412e-06 3.04374156e-03 1.81803705e-06 6.60781932e-06 2.34612251e-03 -9.21345870e-04 -6.05187496e-03 1.08104647e+00
00c6d2c2ce.jpg 8a8bf6781c.jpg,-2.85452318e-07 -1.81017624e-06 -4.46839239e-04 1.65933516e-06 -3.11027251e-07 3.92406404e-03 -1.42023036e-04 -3.76313899e-03 1.28198910e-01
00c6d2c2ce.jpg 8a929c971a.jpg,-4.69275168e-07 -1.18962058e-06 1.02377827e-03 -3.72085825e-06 9.09486840e-06 1.94985025e-03 9.47674891e-04 -7.99530501e-03 1.39386401e+00
00c6d2c2ce.jpg 8ae09025a7.jpg,8.93811233e-07 -5.06447313e-06 2.15658587e-03 1.77237699e-06 4.67873668e-06 -7.32503651e-03 -2.02125334e-03 4.36583182e-03 7.08104502e-01
00c6d2c2ce.jpg 8d526801d3.jpg,3.59672005e-07 1.21562155e-06 -8.03365131e-04 -1.70479214e-06 3.55672530e-06 9.85801608e-06 2.98510134e-04 -3.08058913e-03 1.00000000e+00
00c6d2c2ce.jpg 8e094b73f0.jpg,-7.79357932e-07 1.35859139e-05 -4.73407618e-03 -5.53060819e-06 2.01231458e-05 -1.45084939e-02 2.01113616e-03 -6.61795375e-03 5.10080583e+00
00c6d2c2ce.jpg 8e86bef0ab.jpg,-1.11689631e-07 -3.43915982e-06 1.44136514e-03 3.00134468e-06 2.11110646e-06 -6.14982217e-03 -9.95420389e-04 4.99997973e-03 -1.69849838e-02
00c6d2c2ce.jpg 8ed812f79d.jpg,-1.43157426e-06 5.93660166e-06 1.37850221e-03 -5.37527536e-06 2.85483558e-06 5.68255664e-03 1.38613318e-04 -7.91868701e-03 5.79279266e-02
00c6d2c2ce.jpg 904e701683.jpg,2.45673793e-07 4.12467064e-06 -1.47972221e-03 -5.65715671e-06 -2.58478696e-06 -1.40896550e-03 1.71326726e-03 2.82386422e-03 -3.57134672e-01
00c6d2c2ce.jpg 90677abe96.jpg,-5.34013356e-07 -1.01411677e-06 2.58455712e-03 -8.91993859e-08 1.21983452e-06 5.08972672e-03 -1.43753386e-03 -4.89593691e-03 -3.04979230e-01
00c6d2c2ce.jpg 916ebb34e5.jpg,5.62197729e-07 6.28811833e-06 -2.39242288e-03 -9.72323503e-07 -8.23055113e-06 7.93314645e-03 -3.51768776e-04 -4.69026877e-03 4.12356876e-01
00c6d2c2ce.jpg 920fd07402.jpg,-4.79180972e-07 -1.58912562e-06 1.49823702e-03 -2.48881755e-07 4.61773509e-06 3.58623741e-03 -5.66750279e-04 -5.28322552e-03 1.60931149e-02
00c6d2c2ce.jpg 92686a0a9f.jpg,-6.45857490e-07 -3.76219776e-06 1.35247024e-03 6.44878515e-06 9.08984760e-06 -9.09613492e-04 -1.71713761e-03 -5.21317587e-03 1.47746350e+00
00c6d2c2ce.jpg 92c749a297.jpg,1.04548068e-07 5.66877624e-06 -1.27204258e-03 -6.55562109e-07 8.00452827e-06 1.03145385e-03 -2.21631581e-04 -9.16412136e-03 2.24162650e+00
00c6d2c2ce.jpg 930346643f.jpg,-3.45479781e-06 1.92402925e-05 -5.28666047e-03 -1.88720854e-05 -1.05048368e-06 1.53963062e-02 5.17692304e-03 -1.09773611e-02 4.75293685e-01
00c6d2c2ce.jpg 93db078e86.jpg,1.12416307e-06 1.97774051e-05 -5.34702005e-03 1.50604348e-06 1.29100201e-05 2.91768168e-03 -1.12625095e-03 -1.75013070e-02 3.64075869e+00
00c6d2c2ce.jpg 947e7c489f.jpg,2.06918806e-07 -6.48407982e-06 2.74952942e-03 5.93962533e-06 -1.15053875e-06 2.47003796e-03 -2.64012064e-03 -1.70140921e-03 -1.83296993e-01
00c6d2c2ce.jpg 951e8f893f.jpg,-2.13447430e-07 6.89237648e-06 -2.65864236e-03 -4.51873075e-06 -6.69805179e-06 1.02501081e-02 2.05160353e-03 -5.95409618e-03 -7.32140727e-01
00c6d2c2ce.jpg 959b234e7c.jpg,2.81930011e-07 1.89196529e-06 -1.44130946e-03 -1.77074793e-06 -2.43388212e-06 6.14153950e-03 2.80221444e-04 -4.76240846e-03 6.13931161e-01
00c6d2c2ce.jpg 96f19f53b2.jpg,3.18090373e-06 -2.40284354e-05 7.45392406e-03 1.16499257e-05 -1.19338115e-05 5.55698823e-03 -4.65772517e-03 5.92202715e-03 -2.55065520e+00
