samples,fundamental_matrix
01b964e005.jpg 1e882ba075.jpg,5.86549930e-06 1.05163252e-05 -1.43442159e-02 -1.44340209e-05 -1.86642400e-06 1.67242108e-02 4.53894394e-03 -9.33301101e-03 2.41429625e+00
01b964e005.jpg 20b0b9bab6.jpg,1.43554252e-06 1.46606118e-05 -1.26101517e-02 -2.30991549e-06 2.04007605e-06 -8.86095175e-04 6.27073227e-03 -5.55685933e-03 2.42090275e+00
01b964e005.jpg 21b3a8aefc.jpg,3.00623528e-06 4.56315437e-06 -4.85421988e-03 -1.85347158e-05 7.83156193e-06 1.48385751e-02 4.81562539e-03 -7.55446314e-03 -1.53944425e+00
01b964e005.jpg 22d3b9d09b.jpg,1.96637400e-08 -7.69880338e-06 3.69277778e-03 8.75626675e-06 -3.31765036e-06 -8.93004559e-03 -2.88195371e-03 7.18471099e-03 -2.00197517e-03
01b964e005.jpg 230f41ac10.jpg,-9.47831724e-07 -3.21465151e-06 -3.08461839e-03 3.46389868e-06 8.13959972e-08 2.79219854e-05 2.74395721e-03 2.87050021e-04 2.36644410e-01
01b964e005.jpg 23579dac42.jpg,-1.29637788e-07 1.95609699e-06 -7.41404590e-04 -1.62688166e-06 3.16182357e-07 5.33541912e-03 1.06115552e-03 -4.97429442e-03 -5.99470434e-01
01b964e005.jpg 249251cee3.jpg,-9.38100692e-07 1.12820308e-05 -7.75630554e-03 -1.33925340e-05 -3.44248917e-06 1.74687259e-03 9.13232898e-03 1.08913260e-03 -3.30863447e-01
01b964e005.jpg 25aa500b9d.jpg,-1.12268376e-06 -5.17105599e-06 4.24726068e-03 -6.20486129e-06 -4.07297463e-06 1.14647453e-02 4.67892593e-03 4.78733133e-04 -7.37480460e+00
01b964e005.jpg 296353b6a5.jpg,1.00265781e-07 3.55533764e-06 -2.31836431e-03 -2.43545908e-06 -1.62297226e-06 7.24656229e-03 1.32479039e-03 -3.59620146e-03 -1.34824907e+00
01b964e005.jpg 298aa37b1c.jpg,-4.57776356e-06 -3.38331482e-07 -3.25519893e-03 1.24928271e-05 2.31969624e-07 -5.68068914e-03 1.79243718e-03 1.13881702e-04 8.82893727e-01
01b964e005.jpg 2cad7debb6.jpg,-1.45624687e-06 1.38577586e-06 1.19209435e-02 -3.72565445e-06 -1.38458309e-07 2.10548971e-03 -9.76638645e-03 -1.16337118e-03 -6.49906034e-01
01b964e005.jpg 2e6f0774f5.jpg,2.98638161e-06 -1.48333106e-05 2.67175246e-03 2.15081294e-05 9.58980554e-07 -1.63892929e-02 -6.19300437e-03 9.49021042e-03 1.49068856e+00
01b964e005.jpg 300966adc9.jpg,3.84873330e-06 -3.01288438e-06 7.36468531e-03 -5.56396445e-06 1.21239574e-06 3.35337320e-04 -5.70149228e-03 1.81534044e-03 -1.65831729e+00
01b964e005.jpg 308e153668.jpg,-1.11828271e-07 -2.70104315e-06 -8.54677530e-04 3.39969440e-06 9.68445524e-09 2.93396791e-03 9.53233582e-04 -3.22745961e-03 -8.41507357e-02
01b964e005.jpg 36221ce9c2.jpg,3.78719083e-07 1.93309407e-06 -8.59379796e-04 -4.98956706e-06 1.71124224e-06 6.25514373e-03 1.58969437e-03 -6.79526128e-03 -8.27717046e-01
01b964e005.jpg 3681cb66c2.jpg,-3.28597603e-06 1.44805456e-05 -1.37448305e-02 -3.55640272e-06 -1.56854145e-07 1.38568618e-03 8.88630531e-03 -5.87265718e-03 2.97339690e+00
01b964e005.jpg 368d9b368d.jpg,-5.48098064e-07 3.62125726e-06 -6.22417455e-03 -2.38934161e-06 1.66213751e-07 -6.34220737e-05 4.88893507e-03 -6.10173454e-04 5.97817685e-01
01b964e005.jpg 37f31adf6e.jpg,-2.44203568e-06 2.99984659e-08 -7.41823217e-04 1.16966490e-05 -9.48237953e-06 4.82587149e-03 5.60094252e-04 -1.94565545e-03 4.34372870e-01
01b964e005.jpg 3948d99bd9.jpg,-3.65775301e-07 1.23953899e-05 -3.91622058e-03 -8.35449704e-06 3.11485622e-06 -4.76471297e-04 4.01787802e-03 -3.64539567e-03 9.11488648e-01
01b964e005.jpg 3b02a27139.jpg,-5.68631012e-06 8.68438963e-06 -1.06220237e-02 -3.13144526e-06 -2.24354888e-07 1.66551776e-03 9.47032467e-03 -4.11864797e-03 2.16336137e+00
01b964e005.jpg 3d32e3b332.jpg,-2.39198448e-06 -6.07372180e-06 7.99774207e-03 3.31100568e-06 -5.61955286e-08 -2.43885654e-03 -4.12313333e-03 3.24501277e-03 -2.01068061e-01
01b964e005.jpg 3ddf203e4a.jpg,8.34481728e-06 -5.97685888e-06 -8.64114791e-03 4.84105839e-06 -1.90313097e-07 -2.91250585e-03 -2.61827721e-03 3.57619834e-03 3.80146875e+00
01b964e005.jpg 3fac6994ee.jpg,1.40632198e-06 -1.01085777e-05 4.74713634e-03 7.52860517e-06 -1.16288132e-06 1.95263688e-03 -5.39075657e-03 -7.87237168e-04 -6.80457476e-01
01b964e005.jpg 3fb6d2b8be.jpg,4.13557329e-06 2.36192309e-05 -8.42140585e-03 -2.29619635e-05 -3.00052338e-06 8.79675604e-03 2.35154629e-03 -8.91449981e-03 1.83105842e+00
01b964e005.jpg 42a6d282c6.jpg,-3.81932191e-06 1.78095496e-05 -1.04533886e-02 -1.84428745e-05 1.56093899e-05 -7.23820039e-03 1.00562978e-02 -2.99698074e-03 5.59398309e-01
01b964e005.jpg 432c192974.jpg,-1.42487834e-07 -1.23716897e-06 -8.35325072e-03 2.94816228e-06 2.83501770e-07 -2.50803105e-03 3.92151311e-03 1.12400279e-03 1.83741726e+00
01b964e005.jpg 43f9611716.jpg,-4.49268864e-07 -2.45632999e-05 1.00009461e-02 1.99179533e-05 1.23016077e-05 -1.74659644e-02 -6.00559871e-03 1.30456540e-02 -1.36157786e+00
01b964e005.jpg 43fa3dc7d6.jpg,-1.47238951e-06 -1.37344274e-05 8.21878215e-03 1.36452715e-05 3.04736294e-06 -2.80281011e-03 -5.69638377e-03 -4.56899755e-05 4.45806450e-01
01b964e005.jpg 450b6f1e10.jpg,8.17352877e-07 1.13169029e-05 -6.97191695e-03 -1.07333689e-05 2.58831814e-08 6.20677046e-03 6.38317906e-03 -4.90655808e-03 -8.82698051e-01
01b964e005.jpg 472e354bb9.jpg,9.07003073e-08 1.28549370e-06 -1.01659433e-03 -4.94360337e-06 6.20517929e-06 3.39745939e-03 3.26711798e-03 -8.01220740e-03 4.21981123e-01
01b964e005.jpg 4747a9ed7c.jpg,2.10864729e-07 -5.05045203e-06 2.97203814e-03 4.29601748e-06 -2.92463076e-06 6.03963482e-03 -1.97470981e-03 -2.23122101e-03 -8.26533784e-01
01b964e005.jpg 477f3fc995.jpg,3.92658786e-07 -2.90893471e-06 2.76802414e-03 1.78512302e-06 7.80866856e-07 -4.44324434e-03 -2.30852822e-03 4.29646080e-03 -7.05110972e-01
01b964e005.jpg 4acd0abb1c.jpg,-2.92110111e-05 6.87909632e-05 -6.26032068e-03 -3.95588375e-05 -2.28996523e-07 2.19215379e-02 1.37186443e-02 -2.63468977e-02 1.00000000e+00
01b964e005.jpg 4af7bfcde8.jpg,-1.51450670e-08 1.19247169e-05 -7.98375879e-03 -1.34537207e-05 -2.13380050e-06 7.56268527e-03 7.10130684e-03 -4.61022318e-03 -1.47835552e-01
01b964e005.jpg 4b713a8d1d.jpg,2.83163790e-07 -5.83932493e-06 2.71771308e-03 4.13941077e-06 -1.05964430e-06 2.42838418e-03 -2.00423302e-03 -2.89932582e-03 3.34062304e-01
01b964e005.jpg 4c4cd77b02.jpg,9.06374207e-06 1.10786169e-05 -1.00867166e-02 -1.20394934e-05 4.39267398e-06 1.02219513e-03 3.69506294e-03 -3.68643178e-03 1.20071370e+00
01b964e005.jpg 4d35b0df3f.jpg,3.47495317e-08 -1.24386326e-06 6.85564988e-04 -5.70380654e-07 -6.01899724e-07 3.75296013e-03 2.99217919e-04 -3.43067300e-03 7.05899218e-01
01b964e005.jpg 4d5500361d.jpg,-4.45931085e-07 1.03850357e-05 -5.68834022e-03 -6.79685296e-06 2.16587368e-06 6.32592302e-03 4.47191247e-03 -1.09495744e-02 1.51325344e+00
01b964e005.jpg 510767f35b.jpg,4.22647105e-09 -1.05052478e-06 6.89593649e-04 1.33699316e-06 5.66773435e-07 1.86890123e-03 -9.69539624e-04 -2.93715002e-03 2.85966596e-01
01b964e005.jpg 518e95f8c0.jpg,9.77322763e-07 8.36575045e-06 -9.64847924e-04 -7.15365339e-06 -2.67369983e-07 5.67430447e-03 -3.55253400e-05 -5.81788518e-03 1.60604716e-01
01b964e005.jpg 523b932f8e.jpg,2.56087518e-07 -8.89314902e-06 8.25823247e-05 2.75761989e-05 -3.21771749e-06 -1.09469724e-02 -1.31139005e-03 4.33065206e-03 4.33743850e-01
01b964e005.jpg 52b12a4b73.jpg,1.84344403e-07 8.83311319e-06 -4.87889042e-03 -7.87925845e-06 -1.09830097e-06 1.17710773e-02 2.59356120e-03 -6.14936731e-03 -4.71470356e-01
01b964e005.jpg 53072555b5.jpg,3.57945453e-06 1.24567956e-05 -8.32085985e-03 -1.49594867e-05 7.30588929e-07 8.78517912e-03 3.62214757e-03 -6.74036940e-03 1.10415780e+00
01b964e005.jpg 532262a54d.jpg,4.03803171e-06 -3.39764612e-07 4.07689087e-04 6.69854907e-06 9.92739923e-07 5.79086675e-04 -2.08300239e-03 -4.42200202e-03 7.68523475e-02
01b964e005.jpg 54585a924a.jpg,1.01772139e-07 -8.42245483e-06 -9.02889115e-04 7.98805306e-06 2.47353811e-06 -8.99036276e-03 5.96985418e-04 6.48498381e-03 -8.43954825e-02
01b964e005.jpg 547e4d9a93.jpg,2.54151895e-07 -1.85797677e-06 1.63017555e-03 1.96536965e-06 -5.22959152e-06 5.44774682e-03 -1.49114511e-03 -1.44580765e-03 1.07472473e-01
01b964e005.jpg 5559268998.jpg,4.74276859e-06 4.77698398e-05 -2.11822671e-02 -6.03339664e-05 -6.02718145e-06 2.59555026e-02 1.26855931e-02 -2.15968114e-02 3.79637455e+00
01b964e005.jpg 55a7389aef.jpg,-7.05808822e-07 -9.63872168e-06 5.93651085e-03 8.53946169e-06 3.36905329e-06 1.49661890e-03 -2.78021103e-03 -8.13811568e-05 -1.14472588e+00
01b964e005.jpg 5ba0eecde3.jpg,-1.30834597e-06 -1.50587366e-05 4.82770901e-03 1.27042273e-05 -1.51976906e-06 -5.21208298e-03 -2.68566250e-03 4.24058087e-03 -3.47593175e-03
01b964e005.jpg 5c9c898f69.jpg,2.36060593e-06 -2.86809945e-05 1.85581832e-03 2.73007845e-05 -1.59405325e-06 -5.69079532e-03 -7.51027735e-03 7.31332071e-03 1.00000000e+00
01b964e005.jpg 5e3c1a39bd.jpg,-1.59714806e-06 -7.32527878e-06 5.90656912e-03 -1.63208964e-05 -3.04951298e-06 1.48464121e-02 1.18643289e-02 -2.11922025e-03 -8.04422963e+00
01b964e005.jpg 5f08717f91.jpg,8.36163788e-07 -1.47243951e-05 1.04156487e-02 1.39830047e-05 -1.63913878e-07 -8.32861603e-04 -1.10132107e-02 1.61951454e-03 -4.04052670e-01
01b964e005.jpg 611bffda39.jpg,-7.57933240e-06 1.89424387e-05 3.21299259e-04 -1.48081607e-05 1.42498902e-05 5.02273703e-03 3.54794287e-03 -1.18032722e-02 4.16602645e-01
01b964e005.jpg 6234a2e860.jpg,-1.13065762e-06 1.02226736e-05 -1.27524835e-02 5.90110078e-06 -2.29546666e-06 -6.98674310e-05 7.79686019e-03 -4.69569776e-03 2.07751244e+00
01b964e005.jpg 62e5876999.jpg,1.13341708e-06 -1.40074608e-05 4.72728073e-03 5.85397650e-06 4.09882540e-06 1.43310036e-03 -3.17318293e-03 6.83532733e-04 -1.65028202e+00
01b964e005.jpg 636d356331.jpg,8.66947459e-07 9.10513621e-06 -6.59513887e-03 -6.65769124e-06 -3.64649728e-06 8.78940237e-03 2.01640242e-03 -5.49371368e-03 1.50512112e+00
01b964e005.jpg 63cb768042.jpg,-1.45630782e-06 8.61505376e-06 -8.48290728e-03 -1.17373930e-05 -1.01534064e-06 7.01575161e-03 8.89034451e-03 -4.79106519e-03 6.35639790e-01
01b964e005.jpg 63da8ab746.jpg,-1.36943367e-06 -1.48022220e-05 6.69119989e-03 1.82569411e-05 6.92547347e-07 -6.74684054e-03 -2.69211349e-03 2.54935537e-03 -1.16955727e-01
01b964e005.jpg 66540d65dd.jpg,1.93571080e-06 1.26542481e-05 -3.92382727e-03 -1.97710866e-05 9.48176697e-07 8.21674599e-03 7.84200881e-03 -3.49382505e-03 -2.49614533e+00
01b964e005.jpg 665eabd7ef.jpg,-5.09147608e-06 9.12519753e-06 -8.84649305e-03 -9.67719588e-06 1.16983337e-06 -8.65234004e-04 9.28875161e-03 -9.84089860e-04 6.93648907e-01
01b964e005.jpg 694cdaa7ce.jpg,8.73105351e-07 4.53297368e-06 -1.52523459e-02 1.15670704e-06 -1.62553907e-08 -4.01789885e-04 8.67298341e-03 -1.40319582e-03 1.20155252e+00
01b964e005.jpg 6ac28886f3.jpg,4.79639231e-06 1.37380966e-05 -1.15265399e-02 -4.05152488e-05 -5.47277856e-06 2.49050643e-02 9.17172888e-03 -4.95359032e-03 -1.57992213e+00
01b964e005.jpg 6bfaee67fa.jpg,-3.03429681e-09 -5.78841711e-06 3.89754706e-03 4.39402210e-06 -3.28642653e-06 -6.50458728e-03 -3.12689263e-03 7.80164592e-03 9.56105890e-01
01b964e005.jpg 6c4158c329.jpg,-2.44177671e-06 -1.39011114e-05 1.11536106e-02 1.35367498e-05 -1.04717445e-06 -8.14172010e-03 -5.09203263e-03 7.38434812e-03 -1.74237543e+00
01b964e005.jpg 7090479c9d.jpg,-1.79336799e-06 -1.06972897e-05 4.79637016e-03 9.38195926e-06 -1.17576888e-07 6.46101714e-04 -3.48310963e-03 1.22900212e-04 -2.76240841e-01
01b964e005.jpg 7132b03cfc.jpg,-1.70224608e-06 -9.05126908e-06 5.16460703e-03 -1.83313935e-05 2.21136418e-05 -1.06052078e-02 8.15679917e-03 2.02522819e-03 -1.85147575e+00
01b964e005.jpg 718e944cc8.jpg,7.39271151e-07 -3.04594155e-06 -1.82995796e-04 3.91723897e-06 -6.07185673e-06 -6.64886055e-03 -2.23971023e-03 7.60171235e-03 1.47180237e+00
01b964e005.jpg 736bb77c67.jpg,-1.19468374e-05 3.38138232e-05 -1.57829780e-02 -2.88124638e-05 2.22481284e-06 7.58481191e-03 1.88792780e-02 -1.18318084e-02 1.00000000e+00
01b964e005.jpg 73f41c3dcc.jpg,-3.20703155e-06 1.07797930e-05 -1.56742729e-03 -8.32591055e-06 -2.74390532e-07 8.51811233e-03 3.67491079e-03 -7.60273958e-03 -3.19472912e-01
01b964e005.jpg 74c0e658e6.jpg,-1.06863250e-05 -9.95796695e-06 5.10475081e-03 1.78410323e-05 3.47145118e-06 -1.16012128e-02 3.14981936e-03 3.63145066e-03 -1.34165718e+00
01b964e005.jpg 75eeb5272b.jpg,-2.36835355e-06 -2.36385046e-05 1.08459189e-02 2.18858971e-05 -9.19941234e-06 2.74897362e-03 -6.32578321e-03 8.21152675e-03 -3.30630281e+00
01b964e005.jpg 78f9c43b73.jpg,-1.85430939e-06 1.76717520e-05 7.57259847e-03 -1.86281692e-05 -9.34630697e-07 9.94824880e-03 -1.02215043e-03 -8.40071591e-03 -2.54780941e+00
01b964e005.jpg 794d12d2fa.jpg,1.59677565e-07 6.94268182e-06 -3.95017362e-03 -7.35219298e-06 -2.15427260e-06 9.29037506e-03 4.77006822e-03 -4.79758553e-03 -2.65998964e+00
01b964e005.jpg 7af61e5c84.jpg,-2.92500887e-07 -5.72637419e-07 1.75987387e-05 3.04855327e-06 -8.38564215e-07 2.34505178e-03 -9.84473092e-04 -3.52212958e-03 6.51639902e-01
01b964e005.jpg 7ca1c7ea83.jpg,-5.42721305e-07 1.48462730e-05 -1.55089040e-02 -8.56177323e-07 -1.02893078e-06 1.45698962e-03 1.02672333e-02 -6.06533035e-03 2.04114851e+00
01b964e005.jpg 7cc81b4204.jpg,2.59578089e-05 -7.83997229e-06 -1.32415772e-02 1.77713700e-05 1.49702038e-06 -8.44256306e-03 -1.13331546e-02 4.25722222e-03 5.85697300e+00
01b964e005.jpg 7d3f9b272a.jpg,-1.00019936e-05 -1.55331879e-05 1.61931195e-02 9.35212075e-06 -3.16641506e-06 9.45894290e-04 -2.80077078e-03 4.75282299e-03 -3.74297474e+00
01b964e005.jpg 7d498421c0.jpg,1.42650804e-06 2.09068274e-05 -1.52704262e-02 -2.16401243e-05 -1.20714601e-07 1.02870469e-02 7.04306381e-03 -9.53524670e-03 3.33721384e+00
01b964e005.jpg 7f5770a9dd.jpg,2.02920626e-06 7.13795039e-06 -1.48148203e-02 -4.22837562e-06 -1.38914791e-07 1.78024377e-03 1.20544741e-02 -2.65419619e-03 9.46685502e-01
01b964e005.jpg 7ff944c640.jpg,-1.66110446e-06 2.48887292e-05 -1.55857181e-02 -2.07422220e-05 3.69224997e-06 6.03350214e-03 1.11070802e-02 -1.06946562e-02 2.46513180e+00
01b964e005.jpg 80d040d3f0.jpg,1.11705575e-07 4.28043250e-06 -1.98245048e-04 7.82307716e-08 6.77332943e-06 2.71101223e-03 -2.28571387e-04 -8.89494310e-03 3.02735302e-01
01b964e005.jpg 829818a909.jpg,-1.08381412e-07 -4.97318319e-06 3.14835768e-03 4.66938225e-06 5.86592828e-07 3.34864192e-03 -2.54321702e-03 -3.59673733e-03 3.07906323e-01
01b964e005.jpg 8440d3447f.jpg,1.35603708e-07 -2.27968952e-06 8.47559153e-04 4.82004505e-06 -7.03912021e-07 3.13036132e-03 -1.55224407e-03 -3.27169564e-03 1.67620476e-01
01b964e005.jpg 85088c8cca.jpg,3.03825170e-06 9.74433006e-06 -5.00849823e-03 -1.18709001e-05 -9.32870181e-07 1.06868060e-02 1.98907057e-03 -7.32735854e-03 -9.08452336e-04
01b964e005.jpg 851e641416.jpg,-3.17544298e-06 -9.29304868e-06 9.10351585e-03 1.54275922e-05 -4.37627542e-08 -6.71223155e-03 -6.80731584e-03 4.22638104e-03 -5.30704415e-01
01b964e005.jpg 856dfd11c7.jpg,2.69138969e-07 1.30990703e-05 -2.59880821e-03 -1.48316644e-05 -2.42227783e-06 1.33457620e-02 5.00675544e-03 -7.39129402e-03 -3.02331808e+00
01b964e005.jpg 85e4631cbb.jpg,1.25060084e-05 3.42196444e-05 -2.81258357e-02 -2.23922918e-05 5.13191195e-06 6.67647482e-03 6.33876405e-03 -1.02831634e-02 3.91917483e+00
01b964e005.jpg 88a49666b9.jpg,-1.95007411e-06 1.66578623e-05 -4.36522833e-03 -2.27545612e-05 8.83891805e-07 1.52209473e-02 7.98232412e-03 -1.18911978e-02 -1.37976593e+00
01b964e005.jpg 88ab66650c.jpg,8.33871937e-08 -2.61727691e-06 6.45545927e-04 3.90664377e-06 3.84804780e-06 2.67743801e-03 -1.34067404e-03 -4.49695777e-03 -2.26473588e-01
01b964e005.jpg 89cd8a8eb3.jpg,-3.83457144e-07 -1.25185645e-05 3.14615433e-03 1.02127195e-05 -1.27280760e-06 -8.54718840e-04 -4.36314836e-03 1.31968663e-05 4.96641830e-01
01b964e005.jpg 8ae1943335.jpg,1.99283116e-07 -6.88826882e-07 -1.24764835e-03 -2.54876667e-07 1.03054789e-06 3.19296306e-03 1.56942213e-03 -4.43896670e-03 7.02161075e-01
01b964e005.jpg 8b30a194dd.jpg,4.24202853e-06 6.57889896e-06 -9.66929773e-03 -6.90882215e-06 8.35409903e-07 1.31958737e-03 4.26395390e-03 -3.31760477e-03 2.68583103e+00
01b964e005.jpg 8daf85adb9.jpg,-1.08179572e-05 1.45872192e-05 -1.23218379e-02 -4.22753511e-06 2.43063647e-07 9.94269889e-04 1.22546761e-02 -4.70068613e-03 1.37171304e+00
01b964e005.jpg 8ecbec31cd.jpg,1.64899969e-05 -2.30964160e-06 3.38111915e-03 9.81185381e-06 -4.51727241e-07 -5.59207902e-03 -1.48712474e-02 1.49003700e-03 1.83743425e+00
01b964e005.jpg 8fc39ffbfa.jpg,-7.43285873e-07 1.83947388e-05 -9.56070444e-03 -1.51992660e-05 2.92350698e-06 4.86118937e-03 7.23718142e-03 -6.04366804e-03 1.82547651e-01
01b964e005.jpg 904a639b8e.jpg,-1.68132959e-06 7.29500013e-06 -4.22337203e-03 -3.70594684e-06 2.98692524e-06 -7.75582624e-03 1.47955930e-03 -6.36048726e-04 3.03041578e+00
01b964e005.jpg 919a60384c.jpg,1.09356010e-06 -3.03093763e-06 3.47391657e-03 2.40995439e-06 -8.03581070e-06 8.99284133e-03 -2.75321345e-03 -5.41569526e-04 -6.89346533e-01
01b964e005.jpg 9239085217.jpg,7.68647021e-07 -1.81027143e-05 1.03764375e-02 2.45409246e-05 5.43596419e-06 -1.82007811e-02 -9.19948363e-03 9.60032973e-03 -1.49038578e-01
01b964e005.jpg 93e6fc79be.jpg,-9.44619578e-07 -1.64319555e-05 1.15563448e-02 1.61965518e-05 4.23634047e-07 -4.91521537e-03 -7.47962627e-03 3.56586674e-03 -3.13806238e-01
01b964e005.jpg 93edb57438.jpg,1.11578944e-07 -1.10919385e-05 6.19575914e-03 5.72567889e-06 -4.99039485e-06 -7.66715611e-03 -2.25869160e-03 9.83445042e-03 -1.51488735e+00
01b964e005.jpg 947d4830fb.jpg,2.40853995e-07 -2.62288894e-06 1.55951148e-03 3.03889114e-06 -5.11798366e-06 6.09336867e-03 -9.98959656e-04 -3.09779070e-03 3.17943341e-01
01b964e005.jpg 97c155c1e6.jpg,-1.60258745e-07 8.09080961e-06 -1.05618842e-02 -5.31774048e-06 4.93020772e-07 2.60963032e-04 6.03711969e-03 -2.24501219e-03 1.90943770e+00
01b964e005.jpg 98bda6f6b3.jpg,4.27658276e-06 4.44226817e-05 -1.96667346e-02 -3.79880646e-05 4.48342850e-06 1.92170047e-02 2.33670273e-02 -1.65752636e-02 -6.43750919e+00
01b964e005.jpg 99b2313c87.jpg,-7.82596666e-07 8.69517373e-07 -4.79938053e-04 1.45043167e-05 2.65957409e-06 -3.26672849e-03 -4.53472631e-03 -6.57369464e-03 4.74092369e+00
01b964e005.jpg 9a169f9d3d.jpg,9.08254793e-07 -3.61153039e-06 2.99651180e-03 4.01186572e-06 -4.55394945e-06 -3.94510336e-03 -4.18054746e-03 7.37161505e-03 1.52533811e-01
01b964e005.jpg 9bf1532b31.jpg,-5.95187619e-08 -2.15892095e-07 2.46169592e-04 -1.61548500e-06 -9.86636181e-07 4.73715646e-03 6.25678315e-04 -3.16669505e-03 -4.18665579e-01
01b964e005.jpg 9c08dc6cf8.jpg,-1.67404215e-07 -2.41447756e-05 1.48829961e-02 1.57288526e-05 2.02103060e-06 -1.04072072e-02 -1.26497855e-02 9.65980416e-03 1.45924567e+00
01b964e005.jpg 9e08d6c8a6.jpg,-1.58784221e-06 1.33031388e-05 -7.55818110e-04 -1.53324185e-05 1.79131740e-07 9.37974837e-03 9.43259666e-04 -9.35277731e-03 6.37520424e-01
01b964e005.jpg a0406dcfdb.jpg,-9.85020678e-07 -2.11476912e-06 6.82183884e-04 4.75658022e-06 -5.19258048e-06 6.54916461e-03 -2.39563404e-03 -1.69231826e-03 -5.45993247e-01
01b964e005.jpg a118b0d605.jpg,-6.35405313e-07 1.32172378e-05 -3.32513227e-03 -9.61276563e-06 -1.21875238e-06 4.33066028e-03 9.87654659e-04 -5.19534956e-03 1.00000000e+00
01b964e005.jpg a1eaa6e27a.jpg,-2.09685717e-06 -2.06208328e-05 4.53580151e-03 1.38110326e-05 -1.50389556e-06 -5.73951439e-03 6.94527728e-06 1.05112172e-02 -1.85044669e+00
